所管,組織,,,,,,,,,                        項目,平成29年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,,95,014,2,12,3,09,,庁費,"688,381","688,484",△ 103
,,,95,014,2,12,3,09,,情報処理業務庁費,"7,431","7,243",188
,,,95,014,2,12,3,09,,土地建物借料,"2,796","6,432","△ 3,636"
,,,95,014,2,12,3,09,,公共施設等維持管理運営費,"7,296","7,313",△ 17
,,,95,199,2,13,3,09,,自動車重量税,"1,095","1,121",△ 26
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,32,34,△ 2
,,,95,014,2,12,9,17,,交際費,963,"1,203",△ 240
,,052,,,,,,,更生保護活動費,,"12,596,645","12,337,495","259,150"
,,,95,014,2,12,9,06,,諸謝金,"90,805","79,044","11,761"
,,,95,014,2,60,9,06,,保護観察対象者等職業補導給付金,"574,560","548,880","25,680"
,,,95,014,2,60,9,06,,食事費給与金,"1,233","1,305",△ 72
,,,95,014,2,95,9,07,,褒賞品費,"20,224","20,964",△ 740
,,,95,014,2,12,2,08,,更生保護業務旅費,"231,658","240,641","△ 8,983"
,,,95,014,2,12,2,08,,研修生旅費,"38,024","33,601","4,423"
,,,95,014,2,12,2,08,,参考人等旅費,115,115,0
,,,95,014,2,12,2,08,,帰住援護旅費,"3,319","3,335",△ 16
,,,95,014,2,12,3,09,,更生保護業務庁費,"1,799,835","1,747,189","52,646"
,,,95,014,2,12,3,09,,被保護者被服費,"6,589","7,337",△ 748
,,,95,014,2,12,3,09,,保護観察所入所者食糧費,"12,688","12,688",0
,,,95,014,2,12,5,14,,更生保護委託費,"5,026,746","4,813,424","213,322"
,,,95,014,2,12,9,18,,保護司実費弁償金,"4,790,849","4,828,972","△ 38,123"
,法務局,,,,,,,,,,"126,357,023","125,984,301","372,722"
,,061,,,,,,,法務局共通費,,"71,657,536","71,458,975","198,561"
,,,95,014,2,11,1,02,,職員基本給,"39,257,430","39,644,459","△ 387,029"
,,,95,014,2,11,1,03,,職員諸手当,"19,643,213","19,427,390","215,823"
,,,95,014,2,11,1,04,,超過勤務手当,"4,065,547","4,091,646","△ 26,099"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"1,819,465","1,398,126","421,339"
,,,95,089,2,11,1,05,,児童手当,"462,790","469,390","△ 6,600"
,,,95,014,2,12,9,06,,諸謝金,"10,190","11,790","△ 1,600"
,,,95,014,2,95,9,07,,褒賞品費,43,43,0
,,,95,014,2,12,2,08,,職員旅費,"173,891","172,473","1,418"
,,,95,014,2,12,2,08,,赴任旅費,"266,653","266,653",0
,,,95,014,2,12,3,09,,庁費,"4,307,852","4,308,583",△ 731
,,,95,014,2,12,3,09,,情報処理業務庁費,"914,554","982,901","△ 68,347"
,,,95,014,2,12,3,09,,庁舎等撤去費,"112,723","68,768","43,955"
,,,95,014,2,12,3,09,,土地建物借料,"439,044","430,665","8,379"
,,,95,014,2,12,3,09,,公共施設等維持管理運営費,"172,058","172,485",△ 427
,,,95,199,2,13,3,09,,自動車重量税,"3,048","3,343",△ 295
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"7,813","8,902","△ 1,089"
,,,95,014,2,12,9,17,,交際費,"1,222","1,358",△ 136
,,064,,,,,,,登記事務処理費,,"50,487,835","50,788,246","△ 300,411"
,,,95,014,2,11,1,05,,委員手当,"368,285","329,059","39,226"
,,,95,014,2,12,9,06,,諸謝金,"4,037","3,779",258
,,,95,014,2,12,2,08,,登記業務旅費,"178,999","192,045","△ 13,046"
,,,95,014,2,12,2,08,,委員等旅費,"7,844","6,151","1,693"
,,,95,014,2,12,3,09,,登記情報処理業務庁費,"32,320,356","33,866,663","△ 1,546,307"
,,,95,014,2,12,3,09,,登記業務庁費,"10,387,759","8,734,315","1,653,444"
,,,95,014,2,12,3,09,,土地建物借料,"118,850","113,446","5,404"
,,,95,014,2,12,5,14,,登記事項証明書交付事務等委託費,"7,101,705","7,542,788","△ 441,083"
,,062,,,,,,,国籍等事務処理費,,"2,203,085","1,921,948","281,137"
,,,95,014,2,12,2,08,,民事業務旅費,"23,398","25,768","△ 2,370"
,,,95,014,2,12,3,09,,民事業務庁費,"2,064,510","1,777,628","286,882"
,,,95,014,2,91,9,25,,供託金利子,"115,177","118,552","△ 3,375"
,,063,,,,,,,人権擁護活動費,,"2,008,567","1,815,132","193,435"
,,,95,014,2,12,2,08,,人権擁護業務旅費,"28,834","33,484","△ 4,650"
,,,95,014,2,12,3,09,,人権擁護業務庁費,"734,973","619,749","115,224"
,,,95,014,2,12,9,18,,人権擁護委員実費弁償金,"1,244,760","1,161,899","82,861"
,地方入国管理官署,,,,,,,,,,"49,129,740","50,245,534","△ 1,115,794"
,,071,,,,,,,地方入国管理官署共通費,,"29,120,232","27,718,810","1,401,422"
,,,95,014,2,11,1,02,,職員基本給,"16,956,614","16,188,671","767,943"
,,,95,014,2,11,1,03,,職員諸手当,"8,063,008","7,550,486","512,522"
,,,95,014,2,11,1,04,,超過勤務手当,"2,135,583","1,992,282","143,301"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"136,447","184,672","△ 48,225"
,,,95,089,2,11,1,05,,児童手当,"244,915","227,875","17,040"
,,,95,014,2,95,9,07,,報償費,60,60,0
,,,95,014,2,12,2,08,,職員旅費,"6,881","6,881",0
,,,95,014,2,12,2,08,,赴任旅費,"127,123","127,123",0
,,,95,014,2,12,3,09,,庁費,"1,423,320","1,423,437",△ 117
,,,95,014,2,12,3,09,,情報処理業務庁費,"5,632","5,343",289
,,,95,014,2,12,3,09,,土地建物借料,"7,920",0,"7,920"
,,,95,014,2,12,3,09,,公共施設等維持管理運営費,"7,936","7,936",0
,,,95,199,2,13,3,09,,自動車重量税,"4,002","3,049",953
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,626,830,△ 204
,,,95,014,2,12,9,17,,交際費,165,165,0
,,072,,,,,,,出入国管理業務費,,"20,009,508","22,526,724","△ 2,517,216"
,,,95,014,2,11,1,05,,非常勤職員手当,"21,868","21,868",0
,,,95,014,2,12,9,06,,諸謝金,"305,473","125,429","180,044"
,,,95,014,2,12,2,08,,出入国管理業務旅費,"201,470","242,767","△ 41,297"
,,,95,014,2,12,2,08,,護送旅費,"111,954","99,402","12,552"
,,,95,014,2,12,2,08,,証人等旅費,56,56,0
,,,95,014,2,12,2,08,,被収容者旅費,"39,078","36,986","2,092"
,,,95,014,2,12,3,09,,情報処理業務庁費,"12,218,165","13,718,021","△ 1,499,856"
,,,95,014,2,12,3,09,,出入国管理業務庁費,"4,807,392","5,290,438","△ 483,046"
,,,95,014,2,12,3,09,,収容諸費,"1,179,568","1,714,021","△ 534,453"
,,,95,014,2,12,3,09,,審査官等被服費,"68,561","65,240","3,321"
,,,95,014,2,12,3,09,,被収容者被服費,868,868,0
,,,95,014,2,12,3,09,,土地建物借料,"601,451","724,964","△ 123,513"
,,,95,014,2,12,3,09,,調査活動費,"2,449","2,449",0
,,,95,014,2,12,3,09,,被護送収容者食糧費,"451,155","484,215","△ 33,060"
,公安審査委員会,,,,,,,,,,"66,379","66,102",277
,,081,,,,,,,公安審査委員会,,"66,379","66,102",277
,,,95,014,2,11,1,02,,職員基本給,"23,541","23,293",248
,,,95,014,2,11,1,03,,職員諸手当,"13,709","13,425",284
,,,95,014,2,11,1,04,,超過勤務手当,800,799,1
,,,95,014,2,11,1,05,,委員手当,"18,364","18,547",△ 183
,,,95,089,2,11,1,05,,児童手当,300,300,0
,,,95,014,2,12,9,06,,諸謝金,131,131,0
,,,95,014,2,12,2,08,,職員旅費,256,256,0
,,,95,014,2,12,2,08,,委員旅費,431,431,0
,,,95,014,2,12,3,09,,庁費,"8,725","8,833",△ 108
,,,95,199,2,13,3,09,,自動車重量税,35,0,35
,,,95,014,2,12,9,17,,交際費,87,87,0
,公安調査庁,,,,,,,,,,"14,668,218","14,641,469","26,749"
,,091,,,,,,,公安調査庁共通費,,"12,310,976","12,196,269","114,707"
,,,95,014,2,11,1,02,,職員基本給,"7,575,553","7,555,802","19,751"
,,,95,014,2,11,1,03,,職員諸手当,"3,658,411","3,549,002","109,409"
,,,95,014,2,11,1,04,,超過勤務手当,"372,149","418,094","△ 45,945"
,,,95,089,2,11,1,05,,児童手当,"105,195","101,220","3,975"
,,,95,014,2,12,9,06,,諸謝金,831,831,0
,,,95,014,2,12,2,08,,職員旅費,"30,032","25,112","4,920"
,,,95,014,2,12,2,08,,赴任旅費,"35,911","34,238","1,673"
,,,95,014,2,12,3,09,,庁費,"465,531","465,531",0
,,,95,014,2,12,3,09,,情報処理業務庁費,"32,351","39,518","△ 7,167"
,,,95,014,2,12,3,09,,土地建物借料,"3,433","3,433",0
,,,95,014,2,12,3,09,,公共施設等維持管理運営費,"28,631",0,"28,631"
,,,95,199,2,13,3,09,,自動車重量税,"1,941","2,481",△ 540
,,,95,014,2,12,9,17,,交際費,"1,007","1,007",0
,,092,,,,,,,破壊的団体等調査費,,"2,357,242","2,445,200","△ 87,958"
,,,95,014,2,12,9,06,,諸謝金,"4,313","3,885",428
,,,95,014,2,12,2,08,,団体等調査旅費,"115,145","128,654","△ 13,509"
,,,95,014,2,12,2,08,,参考人等旅費,59,59,0
,,,95,014,2,12,3,09,,団体等調査業務庁費,"748,254","775,110","△ 26,856"
,,,95,014,2,12,3,09,,公安調査官調査活動費,"1,489,471","1,537,492","△ 48,021"
外務省,外務本省,,,,,,,,,,"551,266,051","594,787,997","△ 43,521,946"
,,001,,,,,,,外務本省共通費,,"58,755,973","54,942,650","3,813,323"
,,,95,015,2,11,1,02,,職員基本給,"12,775,104","12,446,187","328,917"
,,,95,015,2,11,1,03,,職員諸手当,"6,596,730","5,988,803","607,927"
,,,95,015,2,11,1,04,,超過勤務手当,"2,326,004","2,237,884","88,120"
,,,95,015,2,11,1,05,,委員手当,906,906,0
,,,95,015,2,11,1,05,,待命職員給与,"171,297","168,196","3,101"
,,,95,015,2,11,1,05,,非常勤職員手当,"53,471","52,900",571
,,,95,015,2,11,1,05,,休職者給与,"133,706","137,272","△ 3,566"
,,,95,015,2,11,1,05,,国際機関等派遣職員給与,"37,189","30,953","6,236"
,,,95,015,2,11,1,05,,短時間勤務職員給与,"9,819",0,"9,819"
,,,95,015,2,15,1,05,,公務災害補償費,"184,979","181,619","3,360"
,,,95,015,2,11,1,05,,退職手当,"3,684,911","3,277,087","407,824"
,,,95,089,2,11,1,05,,児童手当,"119,100","118,620",480
,,,95,015,2,12,9,06,,諸謝金,"811,902","772,156","39,746"
,,,95,015,2,12,9,06,,政府開発援助諸謝金,"1,886","2,163",△ 277
,,,95,015,2,95,9,07,,報償費,"900,000","900,000",0
,,,95,015,2,12,2,08,,職員旅費,"1,668,248","1,643,762","24,486"
,,,95,015,2,12,2,08,,政府開発援助職員旅費,"317,540","323,699","△ 6,159"
,,,95,015,2,12,2,08,,赴任旅費,"15,125","15,658",△ 533
,,,95,015,2,12,2,08,,委員等旅費,"11,224","11,153",71
,,,95,015,2,12,2,08,,文化人等派遣旅費,"177,243","177,442",△ 199
,,,95,015,2,12,2,08,,政府開発援助文化人等派遣旅費,"11,970","16,173","△ 4,203"
,,,95,015,2,12,3,09,,庁費,"2,910,522","3,012,487","△ 101,965"
,,,95,015,2,12,3,09,,政府開発援助庁費,"113,349","102,736","10,613"
,,,95,015,2,12,3,09,,国会図書館支部庁費,"5,995","5,995",0
,,,95,015,2,12,3,09,,情報処理業務庁費,"11,841,502","9,814,982","2,026,520"
,,,95,015,2,12,3,09,,在外公館連絡庁費,"1,432,737","1,115,048","317,689"
,,,95,015,2,12,3,09,,民間資金等活用事業調査費,"1,309","1,440",△ 131
,,,95,015,2,12,3,09,,車両購入費,"72,494","145,161","△ 72,667"
,,,95,015,2,12,3,09,,通信専用料,"1,764,289","1,681,492","82,797"
,,,95,015,2,12,3,09,,電子計算機等借料,"8,928","44,774","△ 35,846"
,,,95,015,2,12,3,09,,土地建物借料,"51,746","51,746",0
,,,95,015,2,12,3,09,,招へい外国人滞在費,"205,978","214,221","△ 8,243"
,,,95,015,2,12,3,09,,文化人等招へい費,"12,892","23,966","△ 11,074"
,,,95,015,2,12,3,09,,各所修繕,"108,495","109,605","△ 1,110"
,,,95,199,2,13,3,09,,自動車重量税,"1,471",590,881
,,,95,015,2,11,5,16,,国家公務員共済組合負担金,"8,331,909","8,036,423","295,486"
,,,95,015,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"1,839,733","1,970,916","△ 131,183"
,,,95,015,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"1,923","10,012","△ 8,089"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"11,626","11,302",324
,,,95,015,2,12,9,17,,交際費,"29,721","29,721",0
,,,95,015,2,95,9,18,,賠償償還及払戻金,"1,000","57,400","△ 56,400"
,,002,,,,,,,外務本省施設費,,"305,201","575,696","△ 270,495"
,,,95,015,1,20,2,08,,施設施工旅費,31,40,△ 9
,,,95,015,1,20,3,09,,施設施工庁費,"27,834","7,640","20,194"
,,,95,015,1,20,4,15,,施設整備費,"277,336","568,016","△ 290,680"
,,003,,,,,,,地域別外交費,,"3,666,555","3,862,620","△ 196,065"
,,,95,015,2,11,1,05,,旧外地職員給与費,373,336,37
,,,95,015,2,12,9,06,,諸謝金,"519,374","612,747","△ 93,373"
,,,95,015,2,12,9,06,,政府開発援助諸謝金,"23,685","33,568","△ 9,883"
,,,95,015,2,12,2,08,,職員旅費,"155,636","148,694","6,942"
,,,95,015,2,12,2,08,,政府開発援助職員旅費,"141,133","172,085","△ 30,952"
,,,95,015,2,12,2,08,,委員等旅費,"3,663","4,015",△ 352
,,,95,015,2,12,2,08,,政府開発援助委員等旅費,385,373,12
,,,95,015,2,12,2,08,,文化人等派遣旅費,"55,933","58,269","△ 2,336"
,,,95,015,2,12,2,08,,政府開発援助文化人等派遣旅費,"19,907","24,144","△ 4,237"
,,,95,015,2,12,3,09,,庁費,"37,900","36,573","1,327"
,,,95,015,2,12,3,09,,政府開発援助庁費,"3,437","66,113","△ 62,676"
,,,95,015,2,12,3,09,,情報処理業務庁費,"13,766","14,738",△ 972
,,,95,015,2,12,3,09,,啓発宣伝費,"6,840","7,290",△ 450
,,,95,015,2,12,3,09,,政府開発援助啓発宣伝費,787,0,787
,,,95,015,2,12,3,09,,土地建物借料,"17,513","17,513",0
,,,95,015,2,12,3,09,,文化人等招へい費,"69,534","69,745",△ 211
,,,95,015,2,12,3,09,,政府開発援助文化人等招へい費,"60,300","74,214","△ 13,914"
,,,95,015,2,12,5,14,,国際交流事業委託費,"428,175","599,381","△ 171,206"
,,,95,015,2,12,5,14,,遺棄化学兵器調査事業等委託費,"225,106","241,226","△ 16,120"
,,,95,015,2,40,5,16,,国際友好団体補助金,"1,627,107","1,426,485","200,622"
,,,95,015,2,71,5,16,,北方領土対策事業費補助金,"36,893","36,003",890
,,,95,015,2,72,5,16,,サハリン州経済改革促進等特別援助費,"150,000","150,000",0
,,,95,015,2,95,9,18,,旧外地特別会計承継債務払戻金,"69,108","69,108",0
,,004,,,,,,,分野別外交費,,"3,569,823","17,017,522","△ 13,447,699"
,,,95,015,2,12,9,06,,諸謝金,"256,811","245,708","11,103"
,,,95,015,2,12,9,06,,政府開発援助諸謝金,"23,210","29,050","△ 5,840"
,,,95,015,2,12,9,06,,主要国首脳会議開催謝金,0,"243,629","△ 243,629"
,,,95,015,2,12,2,08,,職員旅費,"363,941","371,880","△ 7,939"
,,,95,015,2,12,2,08,,政府開発援助職員旅費,"46,592","60,462","△ 13,870"
,,,95,015,2,12,2,08,,委員等旅費,"5,970","5,598",372
,,,95,015,2,12,2,08,,文化人等派遣旅費,"65,303","61,638","3,665"
,,,95,015,2,12,2,08,,政府開発援助文化人等派遣旅費,"10,169","15,051","△ 4,882"
,,,95,015,2,12,2,08,,主要国首脳会議開催職員旅費,0,"200,072","△ 200,072"
,,,95,015,2,12,2,08,,主要国首脳会議開催委員等旅費,0,"7,272","△ 7,272"
,,,95,015,2,12,3,09,,庁費,"66,139","75,547","△ 9,408"
,,,95,015,2,12,3,09,,情報処理業務庁費,"528,154","475,714","52,440"
,,,95,015,2,12,3,09,,啓発宣伝費,"29,514","31,602","△ 2,088"
,,,95,015,2,12,3,09,,政府開発援助啓発宣伝費,"2,183","1,798",385
,,,95,015,2,12,3,09,,文化人等招へい費,"150,517","161,046","△ 10,529"
,,,95,015,2,12,3,09,,国際テロ情報収集等活動費,"42,000","30,000","12,000"
,,,95,015,2,12,3,09,,主要国首脳会議開催庁費,0,"13,349,611","△ 13,349,611"
,,,95,015,2,12,3,09,,政府開発援助文化人等招へい費,0,"3,513","△ 3,513"
,,,95,015,2,12,5,14,,政府開発援助平和構築人材育成事業等委託費,"128,723","130,743","△ 2,020"
,,,95,015,2,12,5,14,,政府開発援助難民等救援業務委託費,"497,120","526,101","△ 28,981"
,,,95,015,2,12,5,14,,難民救援業務委託費,"92,685","87,225","5,460"
,,,95,015,2,12,5,14,,包括的核実験禁止条約国内運用体制整備事業等委託費,"179,412","185,920","△ 6,508"
,,,95,015,2,71,5,16,,外交・安全保障調査研究事業費補助金,"537,373","679,404","△ 142,031"
,,,95,015,2,71,5,16,,国際共同研究支援事業費補助金,"544,007","35,266","508,741"
,,,95,015,2,12,9,17,,主要国首脳会議開催交際費,0,"3,672","△ 3,672"
,,005,,,,,,,広報文化交流及報道対策費,,"5,605,380","6,788,552","△ 1,183,172"
,,,95,015,2,12,9,06,,諸謝金,"172,482","145,601","26,881"
,,,95,015,2,12,9,06,,戦略的対外発信謝金,"163,394","184,295","△ 20,901"
,,,95,015,2,12,2,08,,職員旅費,"52,010","38,211","13,799"
,,,95,015,2,12,2,08,,戦略的対外発信職員旅費,"12,145","19,864","△ 7,719"
,,,95,015,2,12,2,08,,委員等旅費,"1,881","2,576",△ 695
,,,95,015,2,12,2,08,,文化人等派遣旅費,"43,348","54,255","△ 10,907"
,,,95,015,2,12,2,08,,戦略的対外発信文化人等派遣旅費,"11,652","15,387","△ 3,735"
,,,95,015,2,12,3,09,,庁費,"5,654","4,442","1,212"
,,,95,015,2,12,3,09,,情報処理業務庁費,"458,886","477,600","△ 18,714"
,,,95,015,2,12,3,09,,在外公館連絡庁費,"304,983","314,408","△ 9,425"
,,,95,015,2,12,3,09,,戦略的対外発信庁費,"52,446","63,396","△ 10,950"
,,,95,015,2,12,3,09,,啓発宣伝費,"283,033","283,628",△ 595
,,,95,015,2,12,3,09,,文化人等招へい費,"395,056","431,044","△ 35,988"
,,,95,015,2,12,3,09,,戦略的対外発信文化人等招へい費,"44,899","45,489",△ 590
,,,95,015,2,12,5,14,,政府開発援助戦略的対外発信事業委託費,"605,490","1,291,988","△ 686,498"
,,,95,015,2,12,5,14,,戦略的対外発信事業委託費,"2,491,674","2,872,515","△ 380,841"
,,,95,015,2,12,5,14,,啓発宣伝事業等委託費,"241,907","257,629","△ 15,722"
,,,95,015,2,12,5,14,,領土保全対策事業委託費,"264,440","286,224","△ 21,784"
,,006,,,,,,,独立行政法人国際交流基金運営費,,"12,735,354","17,012,670","△ 4,277,316"
,,,95,015,2,30,5,16,,政府開発援助独立行政法人国際交流基金運営費交付金,"6,640,522","6,793,732","△ 153,210"
,,,95,015,2,30,5,16,,独立行政法人国際交流基金運営費交付金,"6,094,832","10,218,938","△ 4,124,106"
,,007,,,,,,,領事政策費,,"12,277,503","11,744,867","532,636"
,,,95,015,2,12,9,06,,諸謝金,"162,672","154,517","8,155"
,,,95,015,2,12,9,06,,在外選挙事務謝金,0,"1,539","△ 1,539"
,,,95,015,2,12,2,08,,職員旅費,"17,961","18,607",△ 646
,,,95,015,2,12,2,08,,委員等旅費,"1,725","2,059",△ 334
,,,95,015,2,12,2,08,,文化人等派遣旅費,"6,401","6,195",206
,,,95,015,2,12,3,09,,庁費,"3,669","3,575",94
,,,95,015,2,12,3,09,,情報処理業務庁費,"3,325,395","3,205,119","120,276"
,,,95,015,2,12,3,09,,在外選挙事務庁費,"2,118","14,333","△ 12,215"
,,,95,015,2,12,3,09,,渡航事務庁費,"8,654,759","8,067,614","587,145"
,,,95,015,2,12,3,09,,領事事務庁費,"63,504","65,966","△ 2,462"
,,,95,015,2,12,3,09,,啓発宣伝費,"33,744","199,610","△ 165,866"
,,,95,015,2,12,3,09,,文化人等招へい費,"2,928","3,205",△ 277
,,,95,015,2,95,9,23,,海外邦人帰国費等貸出金,"2,627","2,528",99
,,008,,,,,,,経済協力費,,"164,524,717","174,577,197","△ 10,052,480"
,,,50,015,2,12,9,06,,政府開発援助諸謝金,"274,511","280,242","△ 5,731"
,,,50,015,2,12,9,06,,政府開発援助経済協力評価等調査謝金,"142,327","98,784","43,543"
,,,50,015,2,12,2,08,,政府開発援助職員旅費,"101,055","96,724","4,331"
,,,50,015,2,12,2,08,,政府開発援助委員等旅費,"2,895","2,294",601
,,,50,015,2,12,2,08,,政府開発援助文化人等派遣旅費,"22,998","15,434","7,564"
,,,50,015,2,12,3,09,,政府開発援助庁費,"53,355","49,148","4,207"
,,,50,015,2,12,3,09,,政府開発援助経済協力評価等調査費,"3,473","8,179","△ 4,706"
,,,50,015,2,12,3,09,,政府開発援助啓発宣伝費,"124,986","219,193","△ 94,207"
,,,50,015,2,12,3,09,,政府開発援助電子計算機等借料,"1,492","1,492",0
,,,50,015,2,12,3,09,,政府開発援助文化人等招へい費,"15,687","8,050","7,637"
,,,50,015,2,12,3,09,,政府開発援助情報処理業務庁費,0,"34,656","△ 34,656"
,,,50,015,2,12,5,14,,政府開発援助海外経済協力事業委託費,"694,326","624,965","69,361"
,,,50,015,2,12,5,14,,政府開発援助経済開発計画実施設計等委託費,"8,640","17,280","△ 8,640"
,,,50,015,2,71,5,16,,政府開発援助海外技術協力推進民間団体補助金,"14,972","16,756","△ 1,784"
,,,50,015,2,72,5,16,,政府開発援助経済開発等援助費,"163,064,000","173,104,000","△ 10,040,000"
,,009,,,,,,,独立行政法人国際協力機構運営費,,"150,295,760","155,449,678","△ 5,153,918"
,,,50,015,2,30,5,16,,政府開発援助独立行政法人国際協力機構運営費交付金,"150,295,760","155,449,678","△ 5,153,918"
,,012,,,,,,,独立行政法人国際協力機構施設整備費,,"166,873","158,603","8,270"
,,,50,015,1,30,5,16,,政府開発援助独立行政法人国際協力機構施設整備費補助金,"166,873","158,603","8,270"
,,010,,,,,,,国際分担金其他諸費,,"139,362,912","152,657,942","△ 13,295,030"
,,,50,015,2,72,5,16,,政府開発援助経済協力国際機関分担金,"12,161,419","14,798,912","△ 2,637,493"
,,,50,015,2,72,5,16,,経済協力国際機関分担金,"27,703,468","36,109,732","△ 8,406,264"
,,,63,015,2,72,5,16,,国際原子力機関分担金,"4,167,214","5,138,342","△ 971,128"
,,,95,015,2,72,5,16,,政府開発援助国際機関分担金,"3,297,909","3,427,442","△ 129,533"
,,,95,015,2,72,5,16,,国際機関分担金,"53,807,454","56,008,884","△ 2,201,430"
,,,50,015,2,72,5,16,,政府開発援助経済協力国際機関等拠出金,"34,761,331","30,241,537","4,519,794"
,,,50,015,2,72,5,16,,経済協力国際機関等拠出金,"1,525,549","1,694,780","△ 169,231"
,,,63,015,2,72,5,16,,政府開発援助国際原子力機関拠出金,"964,896","1,206,453","△ 241,557"
,,,95,015,2,72,5,16,,政府開発援助国際機関等拠出金,"523,778","784,554","△ 260,776"
,,,95,015,2,72,5,16,,国際機関等拠出金,"449,894","3,247,306","△ 2,797,412"
,在外公館,,,,,,,,,,"141,351,454","144,257,418","△ 2,905,964"
,,021,,,,,,,在外公館共通費,,"125,396,024","130,906,826","△ 5,510,802"
,,,95,015,2,11,1,02,,職員基本給,"8,617,922","8,498,387","119,535"
,,,95,015,2,11,1,02,,政府開発援助職員基本給,"6,854,969","6,759,886","95,083"
,,,95,015,2,11,1,03,,職員諸手当,"20,394,324","21,588,186","△ 1,193,862"
,,,95,015,2,11,1,03,,政府開発援助職員諸手当,"16,222,310","17,171,936","△ 949,626"
,,,95,015,2,11,1,05,,現地補助員給与,"13,639,113","14,584,863","△ 945,750"
,,,95,015,2,11,1,05,,政府開発援助現地補助員給与,"10,848,980","11,601,279","△ 752,299"
,,,95,015,2,12,9,06,,諸謝金,"6,569,238","6,537,398","31,840"
,,,95,015,2,12,9,06,,政府開発援助諸謝金,"5,225,387","5,200,056","25,331"
,,,95,015,2,95,9,07,,報償費,"1,650,000","1,650,000",0
,,,95,015,2,95,9,07,,褒賞品費,"1,064",973,91
,,,95,015,2,95,9,07,,政府開発援助褒賞品費,848,775,73
,,,95,015,2,12,2,08,,赴任帰朝旅費,"1,661,437","1,701,305","△ 39,868"
,,,95,015,2,12,2,08,,政府開発援助赴任帰朝旅費,"1,321,561","1,353,272","△ 31,711"
,,,95,015,2,12,2,08,,在外職員等旅費,"1,373,494","1,431,246","△ 57,752"
,,,95,015,2,12,2,08,,政府開発援助在外職員等旅費,"1,092,517","1,138,648","△ 46,131"
,,,95,015,2,12,3,09,,庁費,"3,950,467","3,986,675","△ 36,208"
,,,95,015,2,12,3,09,,政府開発援助庁費,"3,142,308","3,171,117","△ 28,809"
,,,95,015,2,12,3,09,,情報処理業務庁費,"150,308","165,597","△ 15,289"
,,,95,015,2,12,3,09,,政府開発援助情報処理業務庁費,"119,560","131,720","△ 12,160"
,,,95,015,2,12,3,09,,在外公館連絡庁費,"1,242,246","1,248,140","△ 5,894"
,,,95,015,2,12,3,09,,政府開発援助在外公館連絡庁費,"988,126","992,801","△ 4,675"
,,,95,015,2,12,3,09,,在外公館交流諸費,"1,136,304","1,194,343","△ 58,039"
,,,95,015,2,12,3,09,,政府開発援助在外公館交流諸費,"903,849","949,255","△ 45,406"
,,,95,015,2,12,3,09,,車両購入費,"361,773","295,572","66,201"
,,,95,015,2,12,3,09,,政府開発援助車両購入費,"287,766","235,106","52,660"
,,,95,015,2,12,3,09,,在外公館設備整備費,"1,311,292","1,319,947","△ 8,655"
,,,95,015,2,12,3,09,,政府開発援助在外公館設備整備費,"1,043,041","1,049,046","△ 6,005"
,,,95,015,2,12,3,09,,在外公館等借料,"7,848,390","8,804,699","△ 956,309"
,,,95,015,2,12,3,09,,政府開発援助在外公館等借料,"6,242,860","7,003,539","△ 760,679"
,,,95,015,2,12,3,09,,各所修繕,"423,406","395,686","27,720"
,,,95,015,2,12,3,09,,政府開発援助各所修繕,"336,794","314,741","22,053"
,,,95,015,2,12,3,09,,公共施設等維持管理運営費,"120,915","117,492","3,423"
,,,95,015,2,12,3,09,,政府開発援助公共施設等維持管理運営費,"96,180","93,457","2,723"
,,,95,015,2,12,9,17,,交際費,"121,015","122,359","△ 1,344"
,,,95,015,2,12,9,17,,政府開発援助交際費,"96,260","97,324","△ 1,064"
,,022,,,,,,,在外公館施設費,,"6,791,107","4,545,996","2,245,111"
,,,95,015,1,20,3,09,,施設施工庁費,"283,132","174,067","109,065"
,,,95,015,1,20,3,09,,政府開発援助施設施工庁費,"225,217","138,461","86,756"
,,,95,015,1,20,4,15,,施設整備費,"3,438,859","2,293,857","1,145,002"
,,,95,015,1,20,4,15,,政府開発援助施設整備費,"2,735,374","1,824,605","910,769"
,,,95,015,1,20,4,15,,不動産購入費,"60,445","64,055","△ 3,610"
,,,95,015,1,20,4,15,,政府開発援助不動産購入費,"48,080","50,951","△ 2,871"
,,023,,,,,,,地域別外交費,,"774,980","809,190","△ 34,210"
,,,95,015,2,12,9,06,,諸謝金,"270,812","202,685","68,127"
,,,95,015,2,12,9,06,,政府開発援助諸謝金,"18,438","94,611","△ 76,173"
,,,95,015,2,12,2,08,,在外職員等旅費,"16,086","9,831","6,255"
,,,95,015,2,12,2,08,,政府開発援助在外職員等旅費,"4,312","67,948","△ 63,636"
,,,95,015,2,12,2,08,,引揚者滞在旅費,144,144,0
,,,95,015,2,12,3,09,,庁費,"20,762","22,776","△ 2,014"
