所管,組織,,,,,,,,,                        項目,平成31年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,,95,015,2,12,5,14,,戦略的対外発信事業委託費,"2,380,794","1,669,679","711,115"
,,,95,015,2,12,5,14,,領土保全対策事業委託費,"250,050","253,908","△ 3,858"
,,,95,015,2,12,5,14,,啓発宣伝事業等委託費,"147,371","167,224","△ 19,853"
,,006,,,,,,,独立行政法人国際交流基金運営費,,"13,322,192","12,562,015","760,177"
,,,95,015,2,30,5,16,,政府開発援助独立行政法人国際交流基金運営費交付金,"7,035,237","6,704,018","331,219"
,,,95,015,2,30,5,16,,独立行政法人国際交流基金運営費交付金,"6,286,955","5,857,997","428,958"
,,007,,,,,,,領事政策費,,"13,544,036","12,303,815","1,240,221"
,,,95,015,2,12,9,06,,諸謝金,"264,517","141,474","123,043"
,,,95,015,2,12,9,06,,在外選挙事務謝金,"1,539",0,"1,539"
,,,95,015,2,12,2,08,,職員旅費,"16,810","20,144","△ 3,334"
,,,95,015,2,12,2,08,,委員等旅費,"1,362","1,424",△ 62
,,,95,015,2,12,2,08,,文化人等派遣旅費,"4,750","6,229","△ 1,479"
,,,95,015,2,12,3,09,,庁費,"4,043","2,191","1,852"
,,,95,015,2,12,3,09,,情報処理業務庁費,"4,093,994","3,287,379","806,615"
,,,95,015,2,12,3,09,,在外選挙事務庁費,"12,728","2,406","10,322"
,,,95,015,2,12,3,09,,領事事務庁費,"89,824","81,301","8,523"
,,,95,015,2,12,3,09,,渡航事務庁費,"9,023,774","8,731,694","292,080"
,,,95,015,2,12,3,09,,啓発宣伝費,"26,980","25,792","1,188"
,,,95,015,2,12,3,09,,文化人等招へい費,"1,947","1,942",5
,,,95,015,2,95,9,23,,海外邦人帰国費等貸出金,"1,768","1,839",△ 71
,,008,,,,,,,経済協力費,,"164,667,009","161,906,903","2,760,106"
,,,50,015,2,12,9,06,,政府開発援助諸謝金,"312,086","279,386","32,700"
,,,50,015,2,12,9,06,,政府開発援助経済協力評価等調査謝金,"133,703","145,500","△ 11,797"
,,,50,015,2,12,2,08,,政府開発援助職員旅費,"98,529","97,729",800
,,,50,015,2,12,2,08,,政府開発援助委員等旅費,"3,085","2,597",488
,,,50,015,2,12,2,08,,政府開発援助文化人等派遣旅費,"27,077","20,950","6,127"
,,,50,015,2,12,3,09,,政府開発援助庁費,"58,011","54,526","3,485"
,,,50,015,2,12,3,09,,政府開発援助経済協力評価等調査費,"3,242","3,498",△ 256
,,,50,015,2,12,3,09,,政府開発援助啓発宣伝費,"134,627","128,115","6,512"
,,,50,015,2,12,3,09,,政府開発援助文化人等招へい費,"21,569","12,634","8,935"
,,,50,015,2,12,5,14,,政府開発援助海外経済協力事業委託費,"758,337","670,745","87,592"
,,,50,015,2,12,5,14,,政府開発援助経済開発計画実施設計等委託費,"8,640","8,640",0
,,,50,015,2,71,5,16,,政府開発援助海外技術協力推進民間団体補助金,"8,103","11,583","△ 3,480"
,,,50,015,2,72,5,16,,政府開発援助経済開発等援助費,"163,100,000","160,471,000","2,629,000"
,,009,,,,,,,独立行政法人国際協力機構運営費,,"150,476,059","149,764,330","711,729"
,,,50,015,2,30,5,16,,政府開発援助独立行政法人国際協力機構運営費交付金,"150,476,059","149,764,330","711,729"
,,012,,,,,,,独立行政法人国際協力機構施設整備費,,"523,941","709,018","△ 185,077"
,,,50,015,1,30,5,16,,政府開発援助独立行政法人国際協力機構施設整備費補助金,"523,941","709,018","△ 185,077"
,,010,,,,,,,国際分担金其他諸費,,"127,339,587","137,812,867","△ 10,473,280"
,,,50,015,2,72,5,16,,政府開発援助経済協力国際機関分担金,"10,999,391","12,744,841","△ 1,745,450"
,,,50,015,2,72,5,16,,経済協力国際機関分担金,"24,925,211","31,151,012","△ 6,225,801"
,,,63,015,2,72,5,16,,国際原子力機関分担金,"4,529,020","4,288,888","240,132"
,,,95,015,2,72,5,16,,政府開発援助国際機関分担金,"6,213,163","6,442,671","△ 229,508"
,,,95,015,2,72,5,16,,国際機関分担金,"46,861,294","48,624,548","△ 1,763,254"
,,,50,015,2,72,5,16,,政府開発援助経済協力国際機関等拠出金,"29,978,384","30,993,295","△ 1,014,911"
,,,50,015,2,72,5,16,,経済協力国際機関等拠出金,"1,272,094","1,494,240","△ 222,146"
,,,63,015,2,72,5,16,,政府開発援助国際原子力機関拠出金,"1,597,337","989,376","607,961"
,,,95,015,2,72,5,16,,政府開発援助国際機関等拠出金,"516,590","582,749","△ 66,159"
,,,95,015,2,72,5,16,,国際機関等拠出金,"447,103","501,247","△ 54,144"
,,011,,,,,,,独立行政法人国際交流基金施設整備費,,0,"73,056","△ 73,056"
,,,95,015,1,30,5,16,,独立行政法人国際交流基金施設整備費補助金,0,"73,056","△ 73,056"
,在外公館,,,,,,,,,,"150,115,659","146,853,111","3,262,548"
,,021,,,,,,,在外公館共通費,,"134,353,955","130,476,057","3,877,898"
,,,95,015,2,11,1,02,,職員基本給,"9,092,517","9,044,317","48,200"
,,,95,015,2,11,1,02,,政府開発援助職員基本給,"7,232,481","7,194,138","38,343"
,,,95,015,2,11,1,03,,職員諸手当,"21,666,699","21,101,256","565,443"
,,,95,015,2,11,1,03,,政府開発援助職員諸手当,"17,234,379","16,784,611","449,768"
,,,95,015,2,11,1,05,,現地補助員給与,"15,106,360","14,408,095","698,265"
,,,95,015,2,11,1,05,,政府開発援助現地補助員給与,"12,016,088","11,460,661","555,427"
,,,95,015,2,12,9,06,,諸謝金,"7,313,763","6,928,952","384,811"
,,,95,015,2,12,9,06,,政府開発援助諸謝金,"5,817,598","5,511,517","306,081"
,,,95,015,2,95,9,07,,報償費,"1,650,000","1,650,000",0
,,,95,015,2,95,9,07,,褒賞品費,966,970,△ 4
,,,95,015,2,95,9,07,,政府開発援助褒賞品費,768,772,△ 4
,,,95,015,2,12,2,08,,赴任帰朝旅費,"1,728,112","1,700,619","27,493"
,,,95,015,2,12,2,08,,政府開発援助赴任帰朝旅費,"1,374,597","1,352,724","21,873"
,,,95,015,2,12,2,08,,在外職員等旅費,"1,616,298","1,411,504","204,794"
,,,95,015,2,12,2,08,,政府開発援助在外職員等旅費,"1,285,645","1,122,752","162,893"
,,,95,015,2,12,3,09,,庁費,"3,865,996","3,878,278","△ 12,282"
,,,95,015,2,12,3,09,,政府開発援助庁費,"3,075,126","3,084,903","△ 9,777"
,,,95,015,2,12,3,09,,在外公館連絡庁費,"1,240,782","1,318,204","△ 77,422"
,,,95,015,2,12,3,09,,政府開発援助在外公館連絡庁費,"986,961","1,048,558","△ 61,597"
,,,95,015,2,12,3,09,,情報処理業務庁費,"154,067","152,982","1,085"
,,,95,015,2,12,3,09,,政府開発援助情報処理業務庁費,"122,550","121,687",863
,,,95,015,2,12,3,09,,在外公館交流諸費,"1,302,966","1,262,189","40,777"
,,,95,015,2,12,3,09,,政府開発援助在外公館交流諸費,"1,036,417","1,003,977","32,440"
,,,95,015,2,12,3,09,,車両購入費,"363,119","372,705","△ 9,586"
,,,95,015,2,12,3,09,,政府開発援助車両購入費,"288,834","296,461","△ 7,627"
,,,95,015,2,12,3,09,,在外公館設備整備費,"1,656,298","1,233,977","422,321"
,,,95,015,2,12,3,09,,政府開発援助在外公館設備整備費,"1,317,471","981,545","335,926"
,,,95,015,2,12,3,09,,医薬品等買上費,"42,047","50,937","△ 8,890"
,,,95,015,2,12,3,09,,政府開発援助医薬品等買上費,"33,446","40,517","△ 7,071"
,,,95,015,2,12,3,09,,在外公館等借料,"8,129,755","8,241,950","△ 112,195"
,,,95,015,2,12,3,09,,政府開発援助在外公館等借料,"6,466,669","6,555,911","△ 89,242"
,,,95,015,2,12,3,09,,各所修繕,"432,068","448,439","△ 16,371"
,,,95,015,2,12,3,09,,政府開発援助各所修繕,"343,684","356,698","△ 13,014"
,,,95,015,2,12,3,09,,公共施設等維持管理運営費,"81,161","77,099","4,062"
,,,95,015,2,12,3,09,,政府開発援助公共施設等維持管理運営費,"64,558","61,327","3,231"
,,,95,015,2,12,9,17,,交際費,"119,029","119,651",△ 622
,,,95,015,2,12,9,17,,政府開発援助交際費,"94,680","95,174",△ 494
,,022,,,,,,,在外公館施設費,,"6,645,995","6,235,066","410,929"
,,,95,015,1,20,2,08,,施設施工旅費,"6,788","3,682","3,106"
,,,95,015,1,20,2,08,,政府開発援助施設施工旅費,"5,400","2,928","2,472"
,,,95,015,1,20,3,09,,施設施工庁費,"288,496","225,390","63,106"
,,,95,015,1,20,3,09,,政府開発援助施設施工庁費,"229,483","179,285","50,198"
,,,95,015,1,20,4,15,,施設整備費,"2,339,066","2,941,495","△ 602,429"
,,,95,015,1,20,4,15,,政府開発援助施設整備費,"1,860,568","2,339,761","△ 479,193"
,,,95,015,1,20,4,15,,不動産購入費,"1,067,261","302,170","765,091"
,,,95,015,1,20,4,15,,政府開発援助不動産購入費,"848,933","240,355","608,578"
,,023,,,,,,,地域別外交費,,"1,068,551","1,772,668","△ 704,117"
,,,95,015,2,12,9,06,,諸謝金,"490,109","1,159,571","△ 669,462"
,,,95,015,2,12,9,06,,政府開発援助諸謝金,"25,611","24,784",827
,,,95,015,2,12,2,08,,在外職員等旅費,"23,290","28,625","△ 5,335"
,,,95,015,2,12,2,08,,政府開発援助在外職員等旅費,"6,627","33,862","△ 27,235"
,,,95,015,2,12,2,08,,引揚者滞在旅費,144,144,0
,,,95,015,2,12,3,09,,庁費,"41,819","41,176",643
,,,95,015,2,12,3,09,,政府開発援助庁費,"20,642","26,040","△ 5,398"
,,,95,015,2,12,3,09,,在外公館連絡庁費,973,990,△ 17
,,,95,015,2,12,3,09,,啓発宣伝費,"8,699","25,011","△ 16,312"
,,,95,015,2,12,5,14,,経済改革促進支援事業等委託費,"450,637","432,465","18,172"
,,024,,,,,,,分野別外交費,,"690,918","575,752","115,166"
,,,95,015,2,12,9,06,,諸謝金,"162,789","104,728","58,061"
,,,95,015,2,12,9,06,,金融・世界経済首脳会合開催謝金,"43,563",0,"43,563"
,,,95,015,2,12,9,06,,国際博覧会開催誘致謝金,0,"2,500","△ 2,500"
,,,95,015,2,12,2,08,,在外職員等旅費,"116,988","114,029","2,959"
,,,95,015,2,12,2,08,,金融・世界経済首脳会合開催在外職員等旅費,"174,478","84,815","89,663"
,,,95,015,2,12,2,08,,国際博覧会開催誘致在外職員等旅費,0,"19,494","△ 19,494"
,,,95,015,2,12,3,09,,庁費,"13,926","12,823","1,103"
,,,95,015,2,12,3,09,,政府開発援助庁費,"9,304","10,608","△ 1,304"
,,,95,015,2,12,3,09,,金融・世界経済首脳会合開催庁費,"3,643",0,"3,643"
,,,95,015,2,12,3,09,,情報処理業務庁費,"1,609",0,"1,609"
,,,95,015,2,12,3,09,,在外公館連絡庁費,"2,478","2,544",△ 66
,,,95,015,2,12,3,09,,政府開発援助在外公館連絡庁費,"2,540","2,857",△ 317
,,,95,015,2,12,3,09,,国際テロ情報収集等活動費,"159,600","140,000","19,600"
,,,95,015,2,12,3,09,,国際博覧会開催誘致庁費,0,"81,354","△ 81,354"
,,025,,,,,,,広報文化交流及報道対策費,,"1,816,784","1,865,175","△ 48,391"
,,,95,015,2,12,9,06,,諸謝金,"268,917","277,650","△ 8,733"
,,,95,015,2,12,9,06,,政府開発援助諸謝金,763,"1,165",△ 402
,,,95,015,2,12,9,06,,戦略的対外発信謝金,"490,651","483,002","7,649"
,,,95,015,2,12,2,08,,在外職員等旅費,"23,716","18,957","4,759"
,,,95,015,2,12,2,08,,政府開発援助在外職員等旅費,985,986,△ 1
,,,95,015,2,12,3,09,,庁費,"6,173","1,356","4,817"
,,,95,015,2,12,3,09,,政府開発援助庁費,145,148,△ 3
,,,95,015,2,12,3,09,,情報処理業務庁費,"9,666","45,113","△ 35,447"
,,,95,015,2,12,3,09,,戦略的対外発信庁費,"206,073","208,620","△ 2,547"
,,,95,015,2,12,3,09,,啓発宣伝費,"310,152","323,097","△ 12,945"
,,,95,015,2,12,3,09,,在外公館設備整備費,"7,348","8,848","△ 1,500"
,,,95,015,2,12,5,14,,戦略的対外発信事業委託費,"492,195","496,233","△ 4,038"
,,026,,,,,,,領事政策費,,"4,434,797","4,824,502","△ 389,705"
,,,95,015,2,12,9,06,,在外選挙事務謝金,"124,004","11,655","112,349"
,,,95,015,2,12,9,06,,領事事務謝金,"2,488,613","2,413,686","74,927"
,,,95,015,2,12,2,08,,在外職員等旅費,"30,713","30,073",640
,,,95,015,2,12,2,08,,在外選挙事務職員旅費,"79,122",0,"79,122"
,,,95,015,2,12,2,08,,領事事務職員等旅費,"36,388","36,683",△ 295
,,,95,015,2,12,3,09,,在外公館連絡庁費,"55,113","56,883","△ 1,770"
,,,95,015,2,12,3,09,,在外選挙事務庁費,"109,244","84,941","24,303"
,,,95,015,2,12,3,09,,領事事務庁費,"90,673","123,540","△ 32,867"
,,,95,015,2,12,3,09,,在外公館等借料,"1,403,927","1,486,251","△ 82,324"
,,,95,015,2,12,3,09,,医薬品買上費,0,"560,790","△ 560,790"
,,,95,015,2,95,9,23,,海外邦人援護短期貸出金,"17,000","20,000","△ 3,000"
,,027,,,,,,,経済協力費,,"1,104,659","1,103,891",768
,,,50,015,2,12,9,06,,政府開発援助諸謝金,"1,008,568","1,015,409","△ 6,841"
,,,50,015,2,12,2,08,,政府開発援助在外職員等旅費,"58,324","56,076","2,248"
,,,50,015,2,12,3,09,,政府開発援助庁費,"18,097","18,759",△ 662
,,,50,015,2,12,3,09,,政府開発援助在外公館連絡庁費,45,45,0
,,,50,015,2,12,3,09,,政府開発援助啓発宣伝費,"19,625","13,602","6,023"
財務省,財務本省,,,,,,,,,,"24,601,733,338","24,830,577,078","△ 228,843,740"
,,001,,,,,,,財務本省共通費,,"161,632,155","176,256,794","△ 14,624,639"
,,,95,016,2,11,1,02,,職員基本給,"9,043,157","8,888,129","155,028"
,,,95,016,2,11,1,03,,職員諸手当,"4,828,963","4,699,554","129,409"
,,,95,016,2,11,1,04,,超過勤務手当,"2,436,000","2,399,487","36,513"
,,,95,016,2,11,1,05,,委員手当,"19,742","19,358",384
,,,95,016,2,11,1,05,,非常勤職員手当,"179,542","150,234","29,308"
,,,95,016,2,11,1,05,,休職者給与,"63,475","65,048","△ 1,573"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"337,466","359,244","△ 21,778"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"179,093","181,057","△ 1,964"
,,,95,016,2,15,1,05,,公務災害補償費,"140,826","145,541","△ 4,715"
,,,95,016,2,11,1,05,,退職手当,"12,477,204","11,686,382","790,822"
,,,95,089,2,11,1,05,,児童手当,"129,080","138,110","△ 9,030"
,,,95,016,2,12,9,06,,諸謝金,"108,061","105,226","2,835"
,,,95,016,2,12,2,08,,職員旅費,"581,392","563,096","18,296"
,,,95,016,2,12,2,08,,外国為替検査旅費,"3,364","3,259",105
,,,95,016,2,12,2,08,,外国留学旅費,"142,096","151,271","△ 9,175"
,,,95,016,2,12,2,08,,赴任旅費,"334,173","334,173",0
,,,95,016,2,12,2,08,,委員等旅費,"24,720","24,923",△ 203
,,,95,016,2,12,2,08,,外国人招へい旅費,"5,853","5,875",△ 22
,,,95,016,2,12,3,09,,庁費,"2,186,044","2,095,411","90,633"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"3,320","3,295",25
,,,95,016,2,12,3,09,,情報処理業務庁費,"2,150,892","1,870,925","279,967"
,,,95,016,2,12,3,09,,庁舎管理改善設備整備費,"1,479,558","1,434,822","44,736"
,,,95,016,2,12,3,09,,印紙製造費,"1,163,858","1,153,218","10,640"
,,,95,016,2,12,3,09,,通信専用料,"18,759","25,401","△ 6,642"
,,,95,016,2,12,3,09,,電子計算機等借料,"56,486","64,911","△ 8,425"
,,,95,016,2,12,3,09,,招へい外国人滞在費,424,424,0
,,,95,016,2,12,3,09,,各所修繕,"375,912","355,800","20,112"
,,,95,016,2,12,3,09,,公共施設等維持管理運営費,"43,422","43,023",399
,,,95,199,2,13,3,09,,自動車重量税,396,321,75
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"19,483,469","19,526,308","△ 42,839"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"4,717,405","4,403,361","314,044"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"6,324","6,635",△ 311
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"16,988","16,531",457
,,,95,016,2,72,5,16,,関税協力理事会等分担金,"207,333","188,911","18,422"
,,,95,016,2,12,9,17,,交際費,891,874,17
,,,95,016,2,95,9,18,,賠償償還及払戻金,"4,000","4,000",0
,,,95,016,2,95,9,18,,貨幣交換差減補填金,"98,681,808","115,142,000","△ 16,460,192"
,,,95,199,2,40,9,20,,保険会社損失補償金,659,656,3
,,002,,,,,,,財務本省施設費,,"228,012","223,866","4,146"
,,,95,016,1,20,2,08,,施設施工旅費,180,177,3
,,,95,016,1,20,3,09,,施設施工庁費,193,189,4
,,,95,016,1,20,4,15,,施設整備費,"227,639","223,500","4,139"
,,003,,,,,,,財政健全化推進費,,"12,730,074","8,872,219","3,857,855"
,,,95,016,2,11,1,05,,委員手当,236,236,0
,,,95,016,2,12,9,06,,諸謝金,"21,807","21,293",514
,,,95,016,2,12,2,08,,職員旅費,"75,284","77,547","△ 2,263"
,,,95,016,2,12,2,08,,委員等旅費,"10,489","10,865",△ 376
,,,95,016,2,12,3,09,,庁費,"102,808","98,921","3,887"
,,,95,016,2,12,3,09,,研修所庁費,"32,732","33,660",△ 928
,,,95,016,2,12,3,09,,予算編成事務等機械化庁費,"2,995,894","2,994,749","1,145"
,,,95,016,2,20,3,09,,歳入歳出関係事務機械化庁費,"5,704,533","1,902,560","3,801,973"
,,,95,016,2,12,3,09,,情報処理業務庁費,"22,000","21,600",400
,,,95,016,2,12,3,09,,通信専用料,"116,974","117,415",△ 441
,,,95,016,2,12,3,09,,電子計算機等借料,"3,556,977","3,504,063","52,914"
,,,95,016,2,12,3,09,,土地建物借料,"85,819","85,031",788
,,,95,016,2,72,5,16,,経済協力開発機構拠出金,"4,521","4,279",242
,,004,,,,,,,税制企画立案費,,"162,533","153,471","9,062"
,,,95,016,2,11,1,05,,非常勤職員手当,"5,561","4,503","1,058"
,,,95,016,2,12,9,06,,諸謝金,"2,089","1,842",247
,,,95,016,2,12,2,08,,職員旅費,"7,166","6,275",891
,,,95,016,2,12,2,08,,委員等旅費,"4,413","2,798","1,615"
,,,95,016,2,12,3,09,,庁費,"143,304","138,053","5,251"
,,005,,,,,,,資産債務管理費,,"1,559,098","1,866,875","△ 307,777"
,,,95,016,2,11,1,05,,非常勤職員手当,"30,847","27,464","3,383"
,,,95,016,2,12,9,06,,諸謝金,"3,571","1,463","2,108"
,,,95,016,2,12,2,08,,職員旅費,"10,486","9,984",502
,,,95,016,2,12,2,08,,委員等旅費,23,23,0
,,,95,016,2,12,3,09,,庁費,"25,427","24,182","1,245"
,,,95,016,2,12,3,09,,情報処理業務庁費,"1,001,497","1,079,643","△ 78,146"
,,,95,016,2,12,3,09,,電子計算機等借料,"467,849","671,869","△ 204,020"
,,,95,016,2,12,3,09,,公共施設等維持管理運営費,"19,398","52,247","△ 32,849"
,,008,,,,,,,国債費,,"23,508,189,546","23,301,964,027","206,225,519"
,,,20,100,2,12,9,06,,諸謝金,"7,845","7,735",110
,,,20,100,2,12,2,08,,職員旅費,"22,145","22,103",42
,,,20,100,2,12,2,08,,委員等旅費,562,550,12
,,,20,100,2,12,3,09,,庁費,"737,686","759,858","△ 22,172"
,,,20,100,2,12,3,09,,情報処理業務庁費,"180,376","194,828","△ 14,452"
,,,20,100,1,30,6,22,,出資国債等償還財源国債整理基金特別会計へ繰入,"148,479,780","114,716,503","33,763,277"
,,,20,100,2,30,6,22,,普通国債等償還財源等国債整理基金特別会計へ繰入,"23,081,328,042","22,900,792,170","180,535,872"
,,,20,100,2,30,6,22,,年金特例公債償還財源等国債整理基金特別会計へ繰入,"277,433,110","285,470,280","△ 8,037,170"
,,007,,,,,,,公務員宿舎施設費,,"6,995,880","6,901,029","94,851"
,,,95,016,1,93,2,08,,施設施工旅費,"10,827","8,698","2,129"
,,,95,016,1,93,3,09,,施設施工庁費,"370,253","553,530","△ 183,277"
,,,95,016,1,93,4,15,,合同宿舎施設改修費,"6,600,175","6,338,801","261,374"
,,,95,016,1,94,4,15,,不動産購入費,"14,625",0,"14,625"
,,014,,,,,,,特定国有財産整備費,,"1,030,419","2,036,813","△ 1,006,394"
,,,95,016,1,20,2,08,,施設施工旅費,197,794,△ 597
,,,95,016,1,20,3,09,,施設施工庁費,"83,257","48,221","35,036"
,,,95,016,1,20,4,15,,特定施設整備費,"946,965","1,987,798","△ 1,040,833"
,,016,,,,,,,特定国有財産整備諸費,,"61,076","59,986","1,090"
,,,95,016,2,12,9,06,,諸謝金,269,269,0
,,,95,016,2,12,2,08,,委員等旅費,15,15,0
,,,95,016,2,12,3,09,,庁費,"60,792","59,702","1,090"
,,009,,,,,,,貨幣製造及信用秩序制度等企画立案費,,"16,019,876","14,856,626","1,163,250"
,,,95,016,2,12,9,06,,諸謝金,999,"1,552",△ 553
,,,95,016,2,12,2,08,,職員旅費,"3,127","3,272",△ 145
,,,95,016,2,12,2,08,,委員等旅費,667,787,△ 120
,,,95,016,2,12,3,09,,庁費,"24,558","21,090","3,468"
,,,95,018,2,12,3,09,,貨幣製造費,"15,990,525","14,829,925","1,160,600"
,,010,,,,,,,関税制度等企画立案費,,"1,452,732","1,526,148","△ 73,416"
,,,95,016,2,11,1,05,,委員手当,412,412,0
,,,95,016,2,11,1,05,,非常勤職員手当,"9,754","4,938","4,816"
,,,95,016,2,12,9,06,,諸謝金,"71,330","72,285",△ 955
,,,95,016,2,12,2,08,,職員旅費,"143,817","142,335","1,482"
,,,95,016,2,12,2,08,,委員等旅費,"1,845","8,076","△ 6,231"
,,,95,016,2,12,3,09,,庁費,"190,812","236,479","△ 45,667"
,,,95,016,2,12,3,09,,研修所庁費,"321,843","328,693","△ 6,850"
,,,95,016,2,12,3,09,,輸出入貨物分析機器整備費,"254,798","243,012","11,786"
,,,95,016,2,12,3,09,,貿易調査統計費,"292,227","325,546","△ 33,319"
,,,95,016,2,12,3,09,,電子計算機等借料,"165,894","164,372","1,522"
,,011,,,,,,,経済協力費,,"76,802,128","77,622,110","△ 819,982"
,,,50,015,2,12,9,06,,政府開発援助諸謝金,"22,614","23,492",△ 878
,,,50,015,2,12,9,06,,政府開発援助金融・世界経済首脳会合開催謝金,283,0,283
,,,50,015,2,12,2,08,,政府開発援助職員旅費,"164,273","163,179","1,094"
,,,50,015,2,12,2,08,,政府開発援助金融・世界経済首脳会合開催職員旅費,"50,334","20,088","30,246"
,,,50,015,2,12,2,08,,政府開発援助委員等旅費,"11,293","11,699",△ 406
,,,50,015,2,12,2,08,,政府開発援助金融・世界経済首脳会合開催委員等旅費,"9,268","3,092","6,176"
,,,50,015,2,12,2,08,,政府開発援助外国人招へい旅費,"36,573","39,284","△ 2,711"
,,,50,015,2,12,3,09,,政府開発援助庁費,"154,470","152,693","1,777"
,,,50,015,2,12,3,09,,政府開発援助情報処理業務庁費,937,766,171
,,,50,015,2,12,3,09,,政府開発援助金融・世界経済首脳会合開催庁費,"465,931","422,240","43,691"
,,,50,015,2,12,3,09,,政府開発援助招へい外国人滞在費,"33,345","34,391","△ 1,046"
,,,50,015,2,72,5,16,,政府開発援助アジア開発銀行等拠出金,"28,240,186","29,923,972","△ 1,683,786"
,,,50,062,1,95,9,24,,政府開発援助独立行政法人国際協力機構有償資金協力部門出資金,"46,810,000","46,010,000","800,000"
,,,50,199,1,95,9,24,,政府開発援助米州投資公社出資金,"802,621","817,214","△ 14,593"
,,012,,,,,,,政策金融費,,"61,666,635","135,536,796","△ 73,870,161"
,,,95,062,2,40,5,16,,危機対応円滑化業務補助金,"79,695","80,856","△ 1,161"
,,,60,062,2,40,5,16,,株式会社日本政策金融公庫補給金,"15,586,000","14,755,000","831,000"
,,,95,062,2,40,5,16,,危機対応円滑化業務補給金,940,940,0
,,,60,062,1,95,9,24,,株式会社日本政策金融公庫出資金,"46,000,000","120,700,000","△ 74,700,000"
,,013,,,,,,,国家公務員共済組合連合会等助成費,,"68,391,819","65,797,534","2,594,285"
,,,95,081,2,71,5,16,,国家公務員共済組合連合会補助金,"1,720,611","1,701,804","18,807"
,,,06,081,2,71,5,16,,日本郵政共済組合等補助金,"117,772","118,057",△ 285
,,,95,081,2,71,5,16,,基礎年金等国家公務員共済組合連合会職員共済組合負担金,"3,447,747","3,280,455","167,292"
,,,06,081,2,71,5,16,,日本郵政共済組合負担金,72,0,72
,,,02,081,2,71,5,16,,基礎年金等日本郵政共済組合等負担金,"61,813,328","59,220,844","2,592,484"
,,,95,081,2,60,5,16,,旧令共済組合年金等交付金,"1,292,289","1,476,374","△ 184,085"
,,064,,,,,,,復興事業費等東日本大震災復興特別会計へ繰入,,"184,811,355","586,902,784","△ 402,091,429"
,,,95,199,2,30,6,22,,東日本大震災復興特別会計へ繰入,"184,811,355","586,902,784","△ 402,091,429"
,,019,,,,,,,予備費,,"500,000,000","450,000,000","50,000,000"
,,,98,110,2,95,9,99,,(予備費),"500,000,000","450,000,000","50,000,000"
,財務局,,,,,,,,,,"60,610,941","59,168,457","1,442,484"
,,021,,,,,,,財務局共通費,,"46,765,169","45,393,393","1,371,776"
,,,95,016,2,11,1,02,,職員基本給,"19,778,616","19,718,686","59,930"
,,,95,016,2,11,1,03,,職員諸手当,"10,184,653","10,010,234","174,419"
,,,95,016,2,11,1,04,,超過勤務手当,"985,172","981,314","3,858"
,,,95,016,2,11,1,05,,非常勤職員手当,"900,519","632,481","268,038"
,,,95,016,2,11,1,05,,休職者給与,"102,966","106,129","△ 3,163"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"567,918","526,749","41,169"
,,,95,089,2,11,1,05,,児童手当,"272,560","273,570","△ 1,010"
,,,95,016,2,12,9,06,,諸謝金,"43,690","35,702","7,988"
,,,95,016,2,12,2,08,,職員旅費,"125,191","116,670","8,521"
,,,95,016,2,12,2,08,,外国為替検査旅費,"7,607","7,735",△ 128
,,,95,016,2,12,2,08,,委員等旅費,"7,968","6,917","1,051"
,,,95,016,2,12,3,09,,庁費,"3,282,976","3,126,398","156,578"
,,,95,016,2,12,3,09,,情報処理業務庁費,"2,224,999","2,191,516","33,483"
,,,95,016,2,12,3,09,,通信専用料,"86,794","139,872","△ 53,078"
,,,95,016,2,12,3,09,,土地建物借料,"5,385","5,311",74
,,,95,016,2,12,3,09,,各所修繕,"151,037","113,471","37,566"
,,,95,016,2,12,3,09,,公共施設等維持管理運営費,"72,279","70,505","1,774"
,,,95,199,2,13,3,09,,自動車重量税,"1,784","1,344",440
,,,95,016,2,94,4,15,,換地清算金,"15,854","16,924","△ 1,070"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"6,537,892","6,265,428","272,464"
,,,95,016,2,12,9,17,,交際費,"1,309","1,437",△ 128
,,,95,016,2,95,9,18,,賠償償還及払戻金,"1,408,000","1,045,000","363,000"
,,022,,,,,,,財務局施設費,,"262,943","187,846","75,097"
,,,95,016,1,20,2,08,,施設施工旅費,"1,175",418,757
,,,95,016,1,20,3,09,,施設施工庁費,"20,915","15,037","5,878"
,,,95,016,1,20,4,15,,施設整備費,"240,853","172,391","68,462"
,,023,,,,,,,財務局業務費,,"13,582,829","13,587,218","△ 4,389"
,,,95,016,2,11,1,05,,委員手当,"3,446","3,559",△ 113
,,,95,016,2,11,1,05,,非常勤職員手当,"2,002,941","2,068,054","△ 65,113"
,,,95,016,2,12,9,06,,諸謝金,"13,249","13,494",△ 245
,,,95,016,2,12,2,08,,職員旅費,"195,164","194,605",559
,,,95,016,2,12,2,08,,立会検査旅費,"105,468","104,500",968
