所管,組織,,,,,,,,                             項目,,"平成29年度
成立予算額(千円)",補正要求,,,"改平成29年度
予算額(千円)"
,,,95,015,1,20,2,08,,施設施工旅費外1目,"27,865",0,0,0,"27,865"
,,003,,,,,,,地域別外交費,,"3,666,555","371,109",0,"371,109","4,037,664"
,,,95,015,2,12,5,14,,遺棄化学兵器調査事業等委託費,"225,106","371,109",0,"371,109","596,215"
,,,95,015,2,12,9,06,,諸謝金外21目,"3,441,449",0,0,0,"3,441,449"
,,004,,,,,,,分野別外交費,,"3,569,823","98,284",0,"98,284","3,668,107"
,,,95,015,2,12,9,06,,国際博覧会開催誘致謝金,0,"3,996",0,"3,996","3,996"
,,,95,015,2,12,2,08,,職員旅費,"363,941","29,972",0,"29,972","393,913"
,,,95,015,2,12,2,08,,国際博覧会開催誘致職員旅費,0,"20,985",0,"20,985","20,985"
,,,95,015,2,12,2,08,,国際博覧会開催誘致委員等旅費,0,844,0,844,844
,,,95,015,2,12,2,08,,国際博覧会開催誘致文化人等派遣旅費,0,"9,743",0,"9,743","9,743"
,,,95,015,2,12,3,09,,国際博覧会開催誘致庁費,0,"22,744",0,"22,744","22,744"
,,,95,015,2,12,3,09,,国際テロ情報収集等活動費,"42,000","10,000",0,"10,000","52,000"
,,,95,015,2,12,9,06,,諸謝金外16目,"3,163,882",0,0,0,"3,163,882"
,,005,,,,,,,広報文化交流及報道対策費,,"5,605,380",0,0,0,"5,605,380"
,,006,,,,,,,独立行政法人国際交流基金運営費,,"12,735,354","2,348,428",0,"2,348,428","15,083,782"
,,,95,015,2,30,5,16,,政府開発援助独立行政法人国際交流基金運営費交付金,"6,640,522","787,011",0,"787,011","7,427,533"
,,,95,015,2,30,5,16,,独立行政法人国際交流基金運営費交付金,"6,094,832","1,561,417",0,"1,561,417","7,656,249"
,,007,,,,,,,領事政策費,,"12,277,503","821,022",0,"821,022","13,098,525"
,,,95,015,2,12,3,09,,渡航事務庁費,"8,654,759","800,622",0,"800,622","9,455,381"
,,,95,015,2,12,3,09,,啓発宣伝費,"33,744","20,400",0,"20,400","54,144"
,,,95,015,2,12,9,06,,諸謝金外9目,"3,589,000",0,0,0,"3,589,000"
,,008,,,,,,,経済協力費,,"164,524,717","13,449,720","△ 76,050","13,373,670","177,898,387"
,,,50,015,2,12,5,14,,政府開発援助海外経済協力事業委託費,"694,326",0,"△ 76,050","△ 76,050","618,276"
,,,50,015,2,72,5,16,,政府開発援助経済開発等援助費,"163,064,000","13,449,720",0,"13,449,720","176,513,720"
,,,50,015,2,12,9,06,,政府開発援助諸謝金外11目,"766,391",0,0,0,"766,391"
,,009,,,,,,,独立行政法人国際協力機構運営費,,"150,295,760","4,020,000",0,"4,020,000","154,315,760"
,,,50,015,2,30,5,16,,政府開発援助独立行政法人国際協力機構運営費交付金,"150,295,760","4,020,000",0,"4,020,000","154,315,760"
,,012,,,,,,,独立行政法人国際協力機構施設整備費,,"166,873",0,0,0,"166,873"
,,010,,,,,,,国際分担金其他諸費,,"139,362,912","134,115,374",0,"134,115,374","273,478,286"
,,,50,015,2,72,5,16,,政府開発援助経済協力国際機関分担金,"12,161,419","297,159",0,"297,159","12,458,578"
,,,50,015,2,72,5,16,,経済協力国際機関分担金,"27,703,468","1,353,727",0,"1,353,727","29,057,195"
,,,95,015,2,72,5,16,,政府開発援助国際機関分担金,"3,297,909","2,384,337",0,"2,384,337","5,682,246"
,,,95,015,2,72,5,16,,国際機関分担金,"53,807,454","19,407,997",0,"19,407,997","73,215,451"
,,,50,015,2,72,5,16,,政府開発援助経済協力国際機関等拠出金,"34,761,331","103,360,082",0,"103,360,082","138,121,413"
,,,95,015,2,72,5,16,,政府開発援助国際機関等拠出金,"523,778","585,000",0,"585,000","1,108,778"
,,,95,015,2,72,5,16,,国際機関等拠出金,"449,894","6,727,072",0,"6,727,072","7,176,966"
,,,63,015,2,72,5,16,,国際原子力機関分担金外2目,"6,657,659",0,0,0,"6,657,659"
,在外公館,,,,,,,,,,"141,351,454","188,390","△ 418,439","△ 230,049","141,121,405"
,,021,,,,,,,在外公館共通費,,"125,396,024","102,814","△ 418,439","△ 315,625","125,080,399"
,,,95,015,2,12,3,09,,在外公館連絡庁費,"1,242,246","8,532",0,"8,532","1,250,778"
,,,95,015,2,12,3,09,,政府開発援助在外公館連絡庁費,"988,126","6,787",0,"6,787","994,913"
,,,95,015,2,12,3,09,,車両購入費,"361,773","48,732",0,"48,732","410,505"
,,,95,015,2,12,3,09,,政府開発援助車両購入費,"287,766","38,763",0,"38,763","326,529"
,,,95,015,2,12,3,09,,在外公館等借料,"7,848,390",0,"△ 233,058","△ 233,058","7,615,332"
,,,95,015,2,12,3,09,,政府開発援助在外公館等借料,"6,242,860",0,"△ 185,381","△ 185,381","6,057,479"
,,,95,015,2,12,9,06,,諸謝金外28目,"108,424,863",0,0,0,"108,424,863"
,,022,,,,,,,在外公館施設費,,"6,791,107",0,0,0,"6,791,107"
,,023,,,,,,,地域別外交費,,"774,980",0,0,0,"774,980"
,,024,,,,,,,分野別外交費,,"386,816","85,576",0,"85,576","472,392"
,,,95,015,2,12,9,06,,国際博覧会開催誘致謝金,0,"1,500",0,"1,500","1,500"
,,,95,015,2,12,2,08,,国際博覧会開催誘致在外職員等旅費,0,"3,173",0,"3,173","3,173"
,,,95,015,2,12,3,09,,国際博覧会開催誘致庁費,0,"60,903",0,"60,903","60,903"
,,,95,015,2,12,3,09,,国際テロ情報収集等活動費,"122,000","20,000",0,"20,000","142,000"
,,,95,015,2,12,9,06,,諸謝金外6目,"264,816",0,0,0,"264,816"
,,025,,,,,,,広報文化交流及報道対策費,,"1,885,769",0,0,0,"1,885,769"
,,026,,,,,,,領事政策費,,"5,021,394",0,0,0,"5,021,394"
,,027,,,,,,,経済協力費,,"1,095,364",0,0,0,"1,095,364"
財務省,財務本省,,,,,,,,,,"24,871,226,005","194,843,656","△ 1,071,880,868","△ 877,037,212","23,994,188,793"
,,001,,,,,,,財務本省共通費,,"175,978,405",0,"△ 11,864,535","△ 11,864,535","164,113,870"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"388,340",0,△ 859,△ 859,"387,481"
,,,95,016,2,11,1,05,,退職手当,"11,190,731",0,"△ 2,564,423","△ 2,564,423","8,626,308"
,,,95,016,2,72,5,16,,関税協力理事会等分担金,"203,488",0,"△ 47,805","△ 47,805","155,683"
,,,95,016,2,95,9,18,,貨幣交換差減補填金,"115,142,000",0,"△ 9,251,448","△ 9,251,448","105,890,552"
,,,95,016,2,12,9,06,,諸謝金外34目,"49,053,846",0,0,0,"49,053,846"
,,002,,,,,,,財務本省施設費,,"223,866",0,0,0,"223,866"
,,003,,,,,,,財政健全化推進費,,"7,885,689",0,"△ 6,282","△ 6,282","7,879,407"
,,,95,016,2,12,3,09,,通信専用料,"115,621",0,"△ 6,282","△ 6,282","109,339"
,,,95,016,2,12,9,06,,諸謝金外11目,"7,770,068",0,0,0,"7,770,068"
,,004,,,,,,,税制企画立案費,,"154,082",0,0,0,"154,082"
,,005,,,,,,,資産債務管理費,,"2,254,922",0,"△ 16,619","△ 16,619","2,238,303"
,,,95,016,2,11,1,05,,非常勤職員手当,"26,677",0,"△ 9,636","△ 9,636","17,041"
,,,95,016,2,12,3,09,,情報処理業務庁費,"1,303,417",0,"△ 6,983","△ 6,983","1,296,434"
,,,95,016,2,12,9,06,,諸謝金外5目,"924,828",0,0,0,"924,828"
,,008,,,,,,,国債費,,"23,528,489,636","189,143,656","△ 1,009,840,465","△ 820,696,809","22,707,792,827"
,,,20,100,2,30,6,22,,普通国債等償還財源等国債整理基金特別会計へ繰入,"23,051,925,195","189,143,656","△ 1,002,346,644","△ 813,202,988","22,238,722,207"
,,,20,100,2,30,6,22,,年金特例公債償還財源等国債整理基金特別会計へ繰入,"280,741,028",0,"△ 7,493,821","△ 7,493,821","273,247,207"
,,,20,100,2,12,9,06,,諸謝金外6目,"195,823,413",0,0,0,"195,823,413"
,,007,,,,,,,公務員宿舎施設費,,"6,695,678",0,0,0,"6,695,678"
,,014,,,,,,,特定国有財産整備費,,"1,311,645",0,0,0,"1,311,645"
,,016,,,,,,,特定国有財産整備諸費,,"12,868",0,0,0,"12,868"
,,009,,,,,,,貨幣製造及信用秩序制度等企画立案費,,"14,723,472",0,0,0,"14,723,472"
,,010,,,,,,,関税制度等企画立案費,,"1,412,306",0,0,0,"1,412,306"
,,011,,,,,,,経済協力費,,"77,834,856",0,"△ 15,852","△ 15,852","77,819,004"
,,,50,015,2,72,5,16,,政府開発援助アジア開発銀行等拠出金,"30,260,338",0,"△ 15,852","△ 15,852","30,244,486"
,,,50,015,2,12,9,06,,政府開発援助諸謝金外9目,"47,574,518",0,0,0,"47,574,518"
,,012,,,,,,,政策金融費,,"68,285,028","5,700,000","△ 1,548","5,698,452","73,983,480"
,,,95,062,2,40,5,16,,危機対応円滑化業務補助金,"80,088",0,"△ 1,548","△ 1,548","78,540"
,,,60,062,1,95,9,24,,株式会社日本政策金融公庫出資金,"53,800,000","5,700,000",0,"5,700,000","59,500,000"
,,,60,062,2,40,5,16,,株式会社日本政策金融公庫補給金外1目,"14,404,940",0,0,0,"14,404,940"
,,013,,,,,,,国家公務員共済組合連合会等助成費,,"64,963,552",0,"△ 135,567","△ 135,567","64,827,985"
,,,95,081,2,71,5,16,,国家公務員共済組合連合会補助金,"1,787,831",0,"△ 92,935","△ 92,935","1,694,896"
,,,95,081,2,60,5,16,,旧令共済組合年金等交付金,"1,676,721",0,"△ 42,632","△ 42,632","1,634,089"
,,,06,081,2,71,5,16,,日本郵政共済組合等補助金外2目,"61,499,000",0,0,0,"61,499,000"
,,064,,,,,,,復興事業費等東日本大震災復興特別会計へ繰入,,"571,000,000",0,0,0,"571,000,000"
,,019,,,,,,,予備費,,"350,000,000",0,"△ 50,000,000","△ 50,000,000","300,000,000"
,,,98,110,2,95,9,99,,(予備費),"350,000,000",0,"△ 50,000,000","△ 50,000,000","300,000,000"
,財務局,,,,,,,,,,"58,593,716",0,"△ 351,206","△ 351,206","58,242,510"
,,021,,,,,,,財務局共通費,,"44,808,389",0,0,0,"44,808,389"
,,022,,,,,,,財務局施設費,,"133,899",0,0,0,"133,899"
,,023,,,,,,,財務局業務費,,"13,651,428",0,"△ 351,206","△ 351,206","13,300,222"
,,,95,016,2,11,1,05,,委員手当,"3,368",0,△ 195,△ 195,"3,173"
,,,95,016,2,11,1,05,,非常勤職員手当,"2,038,208",0,"△ 64,007","△ 64,007","1,974,201"
,,,95,016,2,12,3,09,,国有財産管理処分庁費,"6,110,029",0,"△ 250,927","△ 250,927","5,859,102"
,,,95,016,2,12,3,09,,普通財産維持費,"489,706",0,"△ 36,077","△ 36,077","453,629"
,,,95,016,2,12,9,06,,諸謝金外12目,"5,010,117",0,0,0,"5,010,117"
,税関,,,,,,,,,,"100,167,311","850,604","△ 300,056","550,548","100,717,859"
,,031,,,,,,,税関共通費,,"69,488,329",0,"△ 275,654","△ 275,654","69,212,675"
,,,95,017,2,11,1,02,,職員基本給,"39,353,844",0,"△ 241,305","△ 241,305","39,112,539"
,,,95,017,2,12,3,09,,情報処理業務庁費,"40,829",0,"△ 34,349","△ 34,349","6,480"
,,,95,017,2,12,9,06,,諸謝金外18目,"30,093,656",0,0,0,"30,093,656"
,,032,,,,,,,税関施設費,,"51,293",0,0,0,"51,293"
,,033,,,,,,,税関業務費,,"30,009,697","850,604","△ 24,402","826,202","30,835,899"
,,,95,017,2,11,1,05,,委員手当,"1,151",0,△ 123,△ 123,"1,028"
,,,95,017,2,12,3,09,,税関業務特別庁費,"20,407,974","850,604",0,"850,604","21,258,578"
,,,95,017,2,12,3,09,,土地建物借料,"2,210,380",0,"△ 24,279","△ 24,279","2,186,101"
,,,95,017,2,12,9,06,,諸謝金外13目,"7,390,192",0,0,0,"7,390,192"
,,034,,,,,,,船舶建造費,,"617,992",0,0,0,"617,992"
,国税庁,,,,,,,,,,"700,416,095","501,410","△ 5,386,680","△ 4,885,270","695,530,825"
,,041,,,,,,,国税庁共通費,,"569,049,664",0,"△ 5,242,997","△ 5,242,997","563,806,667"
,,,95,017,2,11,1,02,,職員基本給,"263,323,174",0,"△ 379,890","△ 379,890","262,943,284"
,,,95,017,2,11,1,05,,短時間勤務職員給与,"8,407,327",0,"△ 1,258,806","△ 1,258,806","7,148,521"
,,,95,017,2,11,1,05,,退職手当,"42,735,807",0,"△ 3,604,301","△ 3,604,301","39,131,506"
,,,95,017,2,12,9,06,,諸謝金外26目,"254,583,356",0,0,0,"254,583,356"
,,042,,,,,,,国税庁施設費,,"2,573,250",0,0,0,"2,573,250"
,,043,,,,,,,税務業務費,,"122,948,343",0,"△ 98,843","△ 98,843","122,849,500"
,,,95,017,2,11,1,05,,非常勤職員手当,"52,486",0,"△ 1,091","△ 1,091","51,395"
,,,95,017,2,12,3,09,,通信専用料,"147,878",0,△ 632,△ 632,"147,246"
,,,95,017,2,12,3,09,,電子計算機等借料,"26,917,063",0,"△ 97,120","△ 97,120","26,819,943"
,,,95,017,2,12,9,06,,諸謝金外16目,"95,830,916",0,0,0,"95,830,916"
,,044,,,,,,,国税不服審判所,,"4,901,636",0,"△ 44,840","△ 44,840","4,856,796"
,,,95,017,2,11,1,02,,職員基本給,"2,929,196",0,"△ 16,788","△ 16,788","2,912,408"
,,,95,017,2,11,1,03,,職員諸手当,"1,536,471",0,"△ 19,407","△ 19,407","1,517,064"
,,,95,089,2,11,1,05,,児童手当,"32,450",0,"△ 8,645","△ 8,645","23,805"
,,,95,017,2,12,2,08,,職員旅費外8目,"403,519",0,0,0,"403,519"
,,045,,,,,,,独立行政法人酒類総合研究所運営費,,"943,202","501,410",0,"501,410","1,444,612"
,,,13,062,2,30,5,16,,独立行政法人酒類総合研究所運営費交付金,"943,202","501,410",0,"501,410","1,444,612"
文部科学省,文部科学本省,,,,,,,,,,"5,171,909,738","169,221,356","△ 1,678,813","167,542,543","5,339,452,281"
,,001,,,,,,,文部科学本省共通費,,"104,922,528",0,"△ 244,467","△ 244,467","104,678,061"
,,,95,016,2,11,1,05,,退職手当,"2,657,670",0,"△ 244,467","△ 244,467","2,413,203"
,,,95,016,2,12,9,06,,諸謝金外31目,"102,264,858",0,0,0,"102,264,858"
,,003,,,,,,,生涯学習振興費,,"18,478,474",0,0,0,"18,478,474"
,,004,,,,,,,独立行政法人国立科学博物館運営費,,"2,796,871",0,0,0,"2,796,871"
,,062,,,,,,,独立行政法人国立科学博物館施設整備費,,0,"80,000",0,"80,000","80,000"
,,,13,073,1,30,5,16,,独立行政法人国立科学博物館施設整備費補助金,0,"80,000",0,"80,000","80,000"
,,005,,,,,,,独立行政法人国立女性教育会館運営費,,"518,855",0,0,0,"518,855"
,,060,,,,,,,独立行政法人国立女性教育会館施設整備費,,0,"65,074",0,"65,074","65,074"
,,,95,072,1,30,5,16,,独立行政法人国立女性教育会館施設整備費補助金,0,"65,074",0,"65,074","65,074"
,,006,,,,,,,初等中等教育等振興費,,"520,271,250","16,780,607",0,"16,780,607","537,051,857"
,,,15,071,2,12,5,14,,在外教育施設派遣教員委託費,"6,976,977","43,387",0,"43,387","7,020,364"
,,,15,071,2,81,5,16,,教育支援体制整備事業費補助金,"12,194,462","200,220",0,"200,220","12,394,682"
,,,15,071,1,82,5,16,,認定こども園施設整備交付金,"3,003,244","16,537,000",0,"16,537,000","19,540,244"
,,,15,071,2,12,9,06,,諸謝金外34目,"498,096,567",0,0,0,"498,096,567"
,,007,,,,,,,独立行政法人国立青少年教育振興機構運営費,,"8,939,547",0,0,0,"8,939,547"
,,008,,,,,,,独立行政法人国立青少年教育振興機構施設整備費,,"21,523","206,920",0,"206,920","228,443"
,,,95,072,1,30,5,16,,独立行政法人国立青少年教育振興機構施設整備費補助金,"21,523","206,920",0,"206,920","228,443"
,,009,,,,,,,独立行政法人教職員支援機構運営費,,"1,226,173",0,0,0,"1,226,173"
,,010,,,,,,,独立行政法人教職員支援機構施設整備費,,"88,652",0,0,0,"88,652"
,,011,,,,,,,独立行政法人国立特別支援教育総合研究所運営費,,"1,049,000",0,0,0,"1,049,000"
,,012,,,,,,,独立行政法人国立特別支援教育総合研究所施設整備費,,"39,935",0,0,0,"39,935"
,,013,,,,,,,義務教育費国庫負担金,,"1,524,829,000","10,019,524",0,"10,019,524","1,534,848,524"
,,,11,071,2,81,5,16,,義務教育費国庫負担金,"1,524,829,000","10,019,524",0,"10,019,524","1,534,848,524"
,,014,,,,,,,高等教育振興費,,"54,504,576",0,0,0,"54,504,576"
,,015,,,,,,,独立行政法人大学改革支援・学位授与機構運営費,,"1,760,712",0,0,0,"1,760,712"
,,017,,,,,,,独立行政法人国立高等専門学校機構運営費,,"62,324,365",0,0,0,"62,324,365"
,,020,,,,,,,独立行政法人国立高等専門学校機構施設整備費,,"1,362,148",0,0,0,"1,362,148"
,,021,,,,,,,育英事業費,,"103,323,605","1,354,142","△ 1,001,416","352,726","103,676,331"
,,,16,071,2,71,5,16,,奨学金業務システム開発費補助金,0,"1,354,142",0,"1,354,142","1,354,142"
,,,16,071,2,71,5,16,,育英資金利子補給金,"1,001,419",0,"△ 1,001,416","△ 1,001,416",3
,,,16,071,2,71,5,16,,育英資金返還免除等補助金外2目,"102,322,186",0,0,0,"102,322,186"
,,022,,,,,,,私立学校振興費,,"551,168,312","11,727,825","△ 89,760","11,638,065","562,806,377"
,,,15,071,2,71,5,16,,私立大学等経常費補助金,"312,462,000","134,160",0,"134,160","312,596,160"
,,,15,071,2,71,5,16,,私立高等学校等経常費助成費補助金,"99,480,000","292,479",0,"292,479","99,772,479"
,,,15,071,1,92,5,16,,私立学校施設整備費補助金,"5,953,355","10,008,468",0,"10,008,468","15,961,823"
,,,15,071,2,71,5,16,,私立学校施設高度化推進事業費補助金,"1,308,102",0,"△ 89,760","△ 89,760","1,218,342"
,,,15,074,1,92,5,16,,私立学校建物其他災害復旧費補助金,0,"1,292,718",0,"1,292,718","1,292,718"
,,,15,071,2,12,9,06,,諸謝金外10目,"131,964,855",0,0,0,"131,964,855"
,,023,,,,,,,科学技術・学術政策推進費,,"7,994,707",0,"△ 2,361","△ 2,361","7,992,346"
,,,13,073,2,11,1,05,,非常勤職員手当,"77,724",0,△ 978,△ 978,"76,746"
,,,13,073,2,72,5,16,,経済協力開発機構国際機関分担金,"10,588",0,"△ 1,383","△ 1,383","9,205"
,,,13,073,2,12,9,06,,諸謝金外19目,"7,906,395",0,0,0,"7,906,395"
,,027,,,,,,,研究振興費,,"295,321,496","1,199,000",△ 98,"1,198,902","296,520,398"
,,,13,073,2,11,1,05,,非常勤職員手当,"62,006",0,△ 98,△ 98,"61,908"
,,,13,073,1,92,5,16,,特定先端大型研究施設整備費補助金,0,"824,000",0,"824,000","824,000"
,,,13,073,2,30,5,16,,国立研究開発法人理化学研究所設備整備費補助金,0,"375,000",0,"375,000","375,000"
,,,13,073,2,12,9,06,,諸謝金外18目,"295,259,490",0,0,0,"295,259,490"
,,028,,,,,,,国立大学法人施設整備費,,"42,417,198","11,857,601",0,"11,857,601","54,274,799"
,,,15,071,1,30,5,16,,国立大学法人施設整備費補助金,"40,277,922","10,009,411",0,"10,009,411","50,287,333"
,,,13,073,1,30,5,16,,国立大学法人先端研究等施設整備費補助金,"2,139,276","1,848,190",0,"1,848,190","3,987,466"
,,029,,,,,,,国立大学法人船舶建造費,,"2,242,611",0,0,0,"2,242,611"
,,030,,,,,,,国立大学法人運営費,,"1,092,557,813",0,0,0,"1,092,557,813"
,,031,,,,,,,独立行政法人日本学術振興会運営費,,"26,711,905",0,0,0,"26,711,905"
,,032,,,,,,,研究開発推進費,,"128,748,121","14,920,878","△ 15,843","14,905,035","143,653,156"
,,,13,073,2,11,1,05,,委員手当,"15,473",0,△ 51,△ 51,"15,422"
,,,13,073,2,11,1,05,,非常勤職員手当,"85,457",0,"△ 2,252","△ 2,252","83,205"
,,,13,073,2,12,5,14,,地球観測技術等調査研究委託費,"1,845,887","168,160",0,"168,160","2,014,047"
,,,13,073,2,30,5,16,,国立研究開発法人量子科学技術研究開発機構設備整備費補助金,0,"458,000",0,"458,000","458,000"
,,,13,073,2,30,5,16,,国立研究開発法人物質・材料研究機構設備整備費補助金,0,"326,000",0,"326,000","326,000"
,,,13,073,2,30,5,16,,国立研究開発法人防災科学技術研究所設備整備費補助金,0,"288,927",0,"288,927","288,927"
,,,13,073,2,30,5,16,,国立研究開発法人海洋研究開発機構設備整備費補助金,0,"987,500",0,"987,500","987,500"
,,,13,073,2,30,5,16,,地球観測システム研究開発費補助金,"8,354,634","1,648,000",0,"1,648,000","10,002,634"
,,,13,073,2,30,5,16,,国際宇宙ステーション開発費補助金,"28,747,061","4,519,136",0,"4,519,136","33,266,197"
,,,13,073,2,30,5,16,,基幹ロケット高度化推進費補助金,"2,012,000","4,882,461",0,"4,882,461","6,894,461"
,,,63,073,2,30,5,16,,国立研究開発法人日本原子力研究開発機構設備整備費補助金,0,"1,642,694",0,"1,642,694","1,642,694"
,,,13,073,2,72,5,16,,経済協力開発機構国際機関分担金,"83,465",0,"△ 13,540","△ 13,540","69,925"
,,,13,073,2,12,9,06,,諸謝金外21目,"87,604,144",0,0,0,"87,604,144"
,,039,,,,,,,国立研究開発法人物質・材料研究機構運営費,,"13,459,125",0,0,0,"13,459,125"
,,040,,,,,,,国立研究開発法人物質・材料研究機構施設整備費,,0,"3,796,200",0,"3,796,200","3,796,200"
,,,13,073,1,30,5,16,,国立研究開発法人物質・材料研究機構施設整備費補助金,0,"3,796,200",0,"3,796,200","3,796,200"
,,041,,,,,,,国立研究開発法人日本医療研究開発機構運営費,,"5,591,643",0,0,0,"5,591,643"
,,033,,,,,,,国立研究開発法人科学技術振興機構運営費,,"101,868,706",0,0,0,"101,868,706"
,,064,,,,,,,国立研究開発法人科学技術振興機構施設整備費,,"48,289","341,000",0,"341,000","389,289"
,,,13,073,1,30,5,16,,国立研究開発法人科学技術振興機構施設整備費補助金,"48,289","341,000",0,"341,000","389,289"
,,049,,,,,,,国立研究開発法人理化学研究所運営費,,"52,591,219",0,0,0,"52,591,219"
,,050,,,,,,,国立研究開発法人理化学研究所施設整備費,,0,"1,450,000",0,"1,450,000","1,450,000"
,,,13,073,1,30,5,16,,国立研究開発法人理化学研究所施設整備費補助金,0,"1,450,000",0,"1,450,000","1,450,000"
,,042,,,,,,,国立研究開発法人量子科学技術研究開発機構運営費,,"21,609,247",0,0,0,"21,609,247"
,,043,,,,,,,国立研究開発法人量子科学技術研究開発機構施設整備費,,"4,272,715","1,845,000",0,"1,845,000","6,117,715"
,,,13,073,1,30,5,16,,国立研究開発法人量子科学技術研究開発機構施設整備費補助金,"4,272,715","1,845,000",0,"1,845,000","6,117,715"
,,051,,,,,,,国立研究開発法人防災科学技術研究所運営費,,"7,100,419",0,0,0,"7,100,419"
,,052,,,,,,,国立研究開発法人防災科学技術研究所施設整備費,,0,"1,112,092",0,"1,112,092","1,112,092"
,,,13,073,1,30,5,16,,国立研究開発法人防災科学技術研究所施設整備費補助金,0,"1,112,092",0,"1,112,092","1,112,092"
,,034,,,,,,,南極地域観測事業費,,"4,507,041",0,△ 839,△ 839,"4,506,202"
,,,13,073,2,11,1,03,,職員諸手当,"106,630",0,△ 839,△ 839,"105,791"
,,,13,073,2,12,9,06,,諸謝金外10目,"4,400,411",0,0,0,"4,400,411"
,,044,,,,,,,電源開発促進税財源電源立地対策及電源利用対策費エネルギー対策特別会計へ繰入,,"107,178,855",0,0,0,"107,178,855"
,,066,,,,,,,電源立地対策費エネルギー対策特別会計へ繰入,,"320,145",0,0,0,"320,145"
,,036,,,,,,,国立研究開発法人海洋研究開発機構運営費,,"31,718,486",0,0,0,"31,718,486"
,,047,,,,,,,国立研究開発法人宇宙航空研究開発機構運営費,,"111,286,260","11,810,139",0,"11,810,139","123,096,399"
,,,13,073,2,30,5,16,,国立研究開発法人宇宙航空研究開発機構運営費交付金,"111,286,260","11,810,139",0,"11,810,139","123,096,399"
,,048,,,,,,,国立研究開発法人宇宙航空研究開発機構施設整備費,,"4,725,291","6,212,088",0,"6,212,088","10,937,379"
,,,13,073,1,30,5,16,,国立研究開発法人宇宙航空研究開発機構施設整備費補助金,"4,725,291","6,212,088",0,"6,212,088","10,937,379"
,,045,,,,,,,国立研究開発法人日本原子力研究開発機構運営費,,"37,981,917",0,0,0,"37,981,917"
,,046,,,,,,,国立研究開発法人日本原子力研究開発機構施設整備費,,0,"2,375,729",0,"2,375,729","2,375,729"
,,,63,073,1,30,5,16,,国立研究開発法人日本原子力研究開発機構施設整備費補助金,0,"2,375,729",0,"2,375,729","2,375,729"
,,054,,,,,,,公立文教施設整備費,,"69,367,935","72,067,537",0,"72,067,537","141,435,472"
,,,14,074,1,82,5,16,,公立諸学校建物其他災害復旧費補助金,"8,781","119,529",0,"119,529","128,310"
,,,14,074,1,82,5,16,,公立社会教育施設災害復旧費補助金,0,"5,053,123",0,"5,053,123","5,053,123"
,,,14,074,1,82,5,16,,公立諸学校建物其他災害復旧費負担金,"345,719","708,163",0,"708,163","1,053,882"
,,,14,071,1,82,5,16,,学校施設環境改善交付金,"24,069,000","66,186,722",0,"66,186,722","90,255,722"
,,,14,071,1,82,5,16,,北方領土隣接地域振興等事業補助率差額外1目,"44,944,435",0,0,0,"44,944,435"
,,057,,,,,,,文化振興費,,"882,000",0,"△ 31,500","△ 31,500","850,500"
,,,26,072,2,71,9,21,,文化功労者年金,"882,000",0,"△ 31,500","△ 31,500","850,500"
,,058,,,,,,,国際交流・協力推進費,,"30,008,022",0,"△ 292,529","△ 292,529","29,715,493"
,,,95,016,2,11,1,05,,委員手当,"4,617",0,△ 49,△ 49,"4,568"
,,,50,016,2,71,9,06,,外国人留学生給与,"6,365,486",0,"△ 111,433","△ 111,433","6,254,053"
,,,50,016,2,71,9,06,,政府開発援助外国人留学生給与,"10,341,826",0,"△ 181,047","△ 181,047","10,160,779"
,,,95,016,2,12,9,06,,諸謝金外37目,"13,296,093",0,0,0,"13,296,093"
,,059,,,,,,,独立行政法人日本学生支援機構運営費,,"13,773,046",0,0,0,"13,773,046"
,文部科学本省所轄機関,,,,,,,,,,"4,657,153",0,"△ 41,741","△ 41,741","4,615,412"
,,071,,,,,,,国立教育政策研究所,,"3,246,435",0,"△ 7,798","△ 7,798","3,238,637"
,,,13,073,2,20,1,02,,職員基本給,"866,261",0,"△ 5,663","△ 5,663","860,598"
,,,13,089,2,20,1,05,,児童手当,"8,770",0,"△ 2,135","△ 2,135","6,635"
,,,13,073,2,20,9,06,,諸謝金外14目,"2,371,404",0,0,0,"2,371,404"
,,076,,,,,,,科学技術・学術政策研究所,,"784,409",0,0,0,"784,409"
,,073,,,,,,,日本学士院,,"618,654",0,"△ 33,943","△ 33,943","584,711"
,,,95,072,2,11,1,02,,職員基本給,"49,532",0,"△ 1,776","△ 1,776","47,756"
,,,95,072,2,11,1,03,,職員諸手当,"22,728",0,△ 669,△ 669,"22,059"
,,,95,072,2,71,1,05,,日本学士院会員年金,"375,700",0,"△ 31,483","△ 31,483","344,217"
,,,95,089,2,11,1,05,,児童手当,120,0,△ 15,△ 15,105
,,,95,072,2,12,9,06,,諸謝金外12目,"170,574",0,0,0,"170,574"
,,074,,,,,,,文部科学本省所轄研究所施設費,,"7,655",0,0,0,"7,655"
,スポーツ庁,,,,,,,,,,"28,859,116","31,424,000",△ 237,"31,423,763","60,282,879"
,,101,,,,,,,スポーツ庁共通費,,"1,256,032",0,△ 237,△ 237,"1,255,795"
,,,95,016,2,11,1,03,,職員諸手当,"336,133",0,△ 237,△ 237,"335,896"
,,,95,016,2,12,2,08,,職員旅費外9目,"919,899",0,0,0,"919,899"
,,102,,,,,,,初等中等教育等振興費,,"31,033",0,0,0,"31,033"
