所管,組織,,,,,,,,                             項目,,"平成27年度
成立予算額(千円)",補正要求,,,"改平成27年度
予算額(千円)"
,,,95,014,2,11,1,05,,退職手当,"34,435,034",0,"△ 741,220","△ 741,220","33,693,814"
,,,95,014,2,12,3,09,,庁費,"1,282,090","169,388",0,"169,388","1,451,478"
,,,95,014,2,11,5,16,,国家公務員共済組合負担金,"62,936,023",0,"△ 199,243","△ 199,243","62,736,780"
,,,95,014,2,72,5,16,,国際私法会議等分担金,"63,507",0,"△ 1,885","△ 1,885","61,622"
,,,95,014,2,12,9,06,,諸謝金外24目,"27,409,676",0,0,0,"27,409,676"
,,002,,,,,,,基本法制整備費,,"124,477",0,0,0,"124,477"
,,003,,,,,,,司法制度改革推進費,,"16,755,683",0,△ 910,△ 910,"16,754,773"
,,,95,014,2,11,1,05,,委員手当,"40,710",0,△ 910,△ 910,"39,800"
,,,95,014,2,12,9,06,,諸謝金外6目,"16,714,973",0,0,0,"16,714,973"
,,004,,,,,,,日本司法支援センター運営費,,"14,769,931",0,0,0,"14,769,931"
,,005,,,,,,,検察企画調整費,,"43,602",0,0,0,"43,602"
,,006,,,,,,,矯正企画調整費,,"161,437",0,"△ 1,100","△ 1,100","160,337"
,,,95,014,2,11,1,05,,委員手当,"67,954",0,"△ 1,100","△ 1,100","66,854"
,,,95,014,2,12,9,06,,諸謝金外6目,"93,483",0,0,0,"93,483"
,,007,,,,,,,更生保護企画調整推進費,,"375,648",0,0,0,"375,648"
,,008,,,,,,,債権管理回収業審査監督費,,"9,587",0,0,0,"9,587"
,,009,,,,,,,人権擁護推進費,,"1,522,716",0,0,0,"1,522,716"
,,010,,,,,,,訟務費,,"1,826,542","19,079",0,"19,079","1,845,621"
,,,95,191,2,12,3,09,,訟務庁費,"701,497","19,079",0,"19,079","720,576"
,,,95,191,2,12,9,06,,諸謝金外5目,"1,125,045",0,0,0,"1,125,045"
,,011,,,,,,,出入国管理企画調整推進費,,"1,295,254",0,△ 610,△ 610,"1,294,644"
,,,95,014,2,11,1,05,,委員手当,"79,800",0,△ 610,△ 610,"79,190"
,,,95,014,2,12,9,06,,諸謝金外6目,"1,215,454",0,0,0,"1,215,454"
,,012,,,,,,,法務省施設費,,"19,004,800","13,225,281",0,"13,225,281","32,230,081"
,,,95,014,1,20,2,08,,施設施工旅費,"44,834","33,349",0,"33,349","78,183"
,,,95,014,1,20,3,09,,施設施工庁費,"181,345","26,070",0,"26,070","207,415"
,,,95,014,1,20,4,15,,施設整備費,"16,528,856","13,165,862",0,"13,165,862","29,694,718"
,,,95,014,1,20,4,15,,不動産購入費,"2,249,765",0,0,0,"2,249,765"
,,013,,,,,,,法務行政情報化推進費,,"1,498,856","300,306",0,"300,306","1,799,162"
,,,95,014,2,12,3,09,,情報処理業務庁費,"1,498,856","300,306",0,"300,306","1,799,162"
,法務総合研究所,,,,,,,,,,"1,968,278","52,035","△ 22,987","29,048","1,997,326"
,,021,,,,,,,法務総合研究所共通費,,"1,717,332","29,561","△ 22,987","6,574","1,723,906"
,,,95,014,2,11,1,02,,職員基本給,"551,877",0,"△ 19,785","△ 19,785","532,092"
,,,95,014,2,11,1,03,,職員諸手当,"250,048",0,"△ 2,412","△ 2,412","247,636"
,,,95,089,2,11,1,05,,児童手当,"6,570",0,△ 790,△ 790,"5,780"
,,,95,014,2,12,3,09,,情報処理業務庁費,"36,411","29,561",0,"29,561","65,972"
,,,95,014,2,12,9,06,,諸謝金外5目,"872,426",0,0,0,"872,426"
,,022,,,,,,,法務調査研究費,,"38,478","22,474",0,"22,474","60,952"
,,,95,014,2,12,3,09,,試験研究費,"32,352","22,474",0,"22,474","54,826"
,,,95,014,2,12,9,06,,諸謝金外2目,"6,126",0,0,0,"6,126"
,,023,,,,,,,国際協力推進費,,"212,468",0,0,0,"212,468"
,検察庁,,,,,,,,,,"107,771,138","304,942","△ 1,224,577","△ 919,635","106,851,503"
,,031,,,,,,,検察官署共通費,,"99,338,029",0,"△ 1,224,577","△ 1,224,577","98,113,452"
,,,95,014,2,11,1,02,,職員基本給,"61,960,209",0,"△ 1,029,729","△ 1,029,729","60,930,480"
,,,95,014,2,11,1,03,,職員諸手当,"28,456,346",0,"△ 147,576","△ 147,576","28,308,770"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"416,383",0,"△ 37,382","△ 37,382","379,001"
,,,95,089,2,11,1,05,,児童手当,"716,710",0,"△ 9,890","△ 9,890","706,820"
,,,95,014,2,12,2,08,,職員旅費外10目,"7,788,381",0,0,0,"7,788,381"
,,032,,,,,,,検察費,,"5,010,825",0,0,0,"5,010,825"
,,033,,,,,,,検察運営費,,"3,422,284","304,942",0,"304,942","3,727,226"
,,,95,014,2,12,3,09,,検察業務庁費,"1,573,593","304,942",0,"304,942","1,878,535"
,,,95,014,2,12,9,06,,諸謝金外7目,"1,848,691",0,0,0,"1,848,691"
,矯正官署,,,,,,,,,,"231,518,492","1,654,790","△ 1,814","1,652,976","233,171,468"
,,041,,,,,,,矯正官署共通費,,"162,356,725",0,"△ 1,814","△ 1,814","162,354,911"
,,,95,014,2,11,1,02,,職員基本給,"96,292,418",0,"△ 1,814","△ 1,814","96,290,604"
,,,95,014,2,12,9,06,,諸謝金外15目,"66,064,307",0,0,0,"66,064,307"
,,042,,,,,,,矯正管理業務費,,"5,177,991","1,654,790",0,"1,654,790","6,832,781"
,,,95,014,2,12,3,09,,矯正管理業務庁費,"4,301,699","1,654,790",0,"1,654,790","5,956,489"
,,,95,014,2,12,9,06,,諸謝金外5目,"876,292",0,0,0,"876,292"
,,043,,,,,,,矯正収容費,,"47,659,973",0,0,0,"47,659,973"
,,044,,,,,,,矯正施設民間開放推進費,,"16,323,803",0,0,0,"16,323,803"
,更生保護官署,,,,,,,,,,"24,982,014","153,226","△ 66,013","87,213","25,069,227"
,,051,,,,,,,更生保護官署共通費,,"12,845,835",0,"△ 66,013","△ 66,013","12,779,822"
,,,95,014,2,11,1,02,,職員基本給,"7,757,193",0,"△ 66,013","△ 66,013","7,691,180"
,,,95,014,2,12,9,06,,諸謝金外15目,"5,088,642",0,0,0,"5,088,642"
,,052,,,,,,,更生保護活動費,,"12,136,179","153,226",0,"153,226","12,289,405"
,,,95,014,2,12,3,09,,更生保護業務庁費,"1,601,584","153,226",0,"153,226","1,754,810"
,,,95,014,2,12,9,06,,諸謝金外11目,"10,534,595",0,0,0,"10,534,595"
,法務局,,,,,,,,,,"127,170,298","300,503","△ 3,014,482","△ 2,713,979","124,456,319"
,,061,,,,,,,法務局共通費,,"72,475,538","300,503","△ 1,026,837","△ 726,334","71,749,204"
,,,95,014,2,11,1,02,,職員基本給,"40,950,649",0,"△ 848,084","△ 848,084","40,102,565"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"1,165,750",0,"△ 155,958","△ 155,958","1,009,792"
,,,95,014,2,12,3,09,,情報処理業務庁費,"849,095","300,503",0,"300,503","1,149,598"
,,,95,014,2,12,3,09,,庁舎等撤去費,"140,593",0,"△ 22,795","△ 22,795","117,798"
,,,95,014,2,12,9,06,,諸謝金外12目,"29,369,451",0,0,0,"29,369,451"
,,064,,,,,,,登記事務処理費,,"50,968,271",0,"△ 1,987,645","△ 1,987,645","48,980,626"
,,,95,014,2,11,1,05,,委員手当,"397,708",0,"△ 29,374","△ 29,374","368,334"
,,,95,014,2,12,3,09,,登記情報処理業務庁費,"35,804,185",0,"△ 1,958,271","△ 1,958,271","33,845,914"
,,,95,014,2,12,9,06,,諸謝金外5目,"14,766,378",0,0,0,"14,766,378"
,,062,,,,,,,国籍等事務処理費,,"1,955,521",0,0,0,"1,955,521"
,,063,,,,,,,人権擁護活動費,,"1,770,968",0,0,0,"1,770,968"
,地方入国管理官署,,,,,,,,,,"45,624,853","2,695,445","△ 241,608","2,453,837","48,078,690"
,,071,,,,,,,地方入国管理官署共通費,,"26,383,612","165,753","△ 241,578","△ 75,825","26,307,787"
,,,95,014,2,11,1,02,,職員基本給,"15,526,993",0,"△ 208,746","△ 208,746","15,318,247"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"210,504",0,"△ 32,832","△ 32,832","177,672"
,,,95,014,2,12,3,09,,庁費,"1,408,817","165,753",0,"165,753","1,574,570"
,,,95,014,2,12,2,08,,職員旅費外10目,"9,237,298",0,0,0,"9,237,298"
,,072,,,,,,,出入国管理業務費,,"19,241,241","2,529,692",△ 30,"2,529,662","21,770,903"
,,,95,014,2,11,1,05,,非常勤職員手当,"24,662",0,△ 30,△ 30,"24,632"
,,,95,014,2,12,3,09,,情報処理業務庁費,"12,575,431","1,959,521",0,"1,959,521","14,534,952"
,,,95,014,2,12,3,09,,出入国管理業務庁費,"3,627,744","346,359",0,"346,359","3,974,103"
,,,95,014,2,12,3,09,,収容諸費,"1,313,884","223,812",0,"223,812","1,537,696"
,,,95,014,2,12,9,06,,諸謝金外9目,"1,699,520",0,0,0,"1,699,520"
,公安審査委員会,,,,,,,,,,"65,859",0,"△ 3,791","△ 3,791","62,068"
,,081,,,,,,,公安審査委員会,,"65,859",0,"△ 3,791","△ 3,791","62,068"
,,,95,014,2,11,1,02,,職員基本給,"23,311",0,△ 675,△ 675,"22,636"
,,,95,014,2,11,1,03,,職員諸手当,"12,839",0,△ 139,△ 139,"12,700"
,,,95,014,2,11,1,05,,委員手当,"18,547",0,"△ 2,827","△ 2,827","15,720"
,,,95,089,2,11,1,05,,児童手当,330,0,△ 150,△ 150,180
,,,95,014,2,12,9,06,,諸謝金外6目,"10,832",0,0,0,"10,832"
,公安調査庁,,,,,,,,,,"14,115,962","123,476","△ 146,055","△ 22,579","14,093,383"
,,091,,,,,,,公安調査庁共通費,,"11,946,349",0,"△ 146,055","△ 146,055","11,800,294"
,,,95,014,2,11,1,02,,職員基本給,"7,491,656",0,"△ 146,055","△ 146,055","7,345,601"
,,,95,014,2,12,9,06,,諸謝金外11目,"4,454,693",0,0,0,"4,454,693"
,,092,,,,,,,破壊的団体等調査費,,"2,169,613","123,476",0,"123,476","2,293,089"
,,,95,014,2,12,3,09,,団体等調査業務庁費,"422,690","123,476",0,"123,476","546,166"
,,,95,014,2,12,9,06,,諸謝金外3目,"1,746,923",0,0,0,"1,746,923"
外務省,外務本省,,,,,,,,,,"547,588,544","208,725,699","△ 168,081","208,557,618","756,146,162"
,,001,,,,,,,外務本省共通費,,"52,067,421","1,753,131","△ 74,895","1,678,236","53,745,657"
,,,95,015,2,11,1,05,,退職手当,"3,623,971",0,"△ 72,042","△ 72,042","3,551,929"
,,,95,015,2,12,3,09,,情報処理業務庁費,"7,860,298","1,521,115",0,"1,521,115","9,381,413"
,,,95,015,2,12,3,09,,在外公館連絡庁費,"1,419,778","232,016",0,"232,016","1,651,794"
,,,95,015,2,11,5,16,,国家公務員共済組合負担金,"7,442,999",0,"△ 2,853","△ 2,853","7,440,146"
,,,95,015,2,12,9,06,,諸謝金外34目,"31,720,375",0,0,0,"31,720,375"
,,002,,,,,,,外務本省施設費,,"377,692",0,0,0,"377,692"
,,003,,,,,,,地域別外交費,,"3,732,257","708,021","△ 54,303","653,718","4,385,975"
,,,95,015,2,12,9,06,,政府開発援助諸謝金,"111,406",0,"△ 54,303","△ 54,303","57,103"
,,,95,015,2,12,3,09,,情報処理業務庁費,"15,475","93,864",0,"93,864","109,339"
,,,95,015,2,12,3,09,,在外公館連絡庁費,0,"37,290",0,"37,290","37,290"
,,,95,015,2,12,5,14,,遺棄化学兵器調査事業等委託費,"243,421","326,226",0,"326,226","569,647"
,,,95,015,2,40,5,16,,国際友好団体補助金,"1,383,036","43,316",0,"43,316","1,426,352"
,,,95,015,2,95,9,18,,旧外地特別会計承継債務払戻金,0,"207,325",0,"207,325","207,325"
,,,95,015,2,12,9,06,,諸謝金外17目,"1,978,919",0,0,0,"1,978,919"
,,004,,,,,,,分野別外交費,,"3,017,884","810,973",0,"810,973","3,828,857"
,,,95,015,2,12,9,06,,諸謝金,"214,655","4,334",0,"4,334","218,989"
,,,95,015,2,12,2,08,,職員旅費,"279,131","64,810",0,"64,810","343,941"
,,,95,015,2,12,2,08,,委員等旅費,"6,631",178,0,178,"6,809"
,,,95,015,2,12,2,08,,文化人等派遣旅費,"69,864","10,167",0,"10,167","80,031"
,,,95,015,2,12,3,09,,庁費,"62,737","7,072",0,"7,072","69,809"
,,,95,015,2,12,3,09,,主要国首脳会議開催準備庁費,"64,300","124,125",0,"124,125","188,425"
,,,95,015,2,86,5,16,,主要国首脳会議開催準備環境整備費補助金,0,"600,287",0,"600,287","600,287"
,,,95,015,2,12,9,06,,政府開発援助諸謝金外16目,"2,320,566",0,0,0,"2,320,566"
,,005,,,,,,,広報文化交流及報道対策費,,"6,228,217",0,0,0,"6,228,217"
,,006,,,,,,,独立行政法人国際交流基金運営費,,"13,450,553","2,503,200",0,"2,503,200","15,953,753"
,,,95,015,2,30,5,16,,政府開発援助独立行政法人国際交流基金運営費交付金,"7,068,098","2,503,200",0,"2,503,200","9,571,298"
,,,95,015,2,30,5,16,,独立行政法人国際交流基金運営費交付金,"6,382,455",0,0,0,"6,382,455"
,,007,,,,,,,領事政策費,,"11,188,351","169,583",0,"169,583","11,357,934"
,,,95,015,2,12,3,09,,渡航事務庁費,"7,861,387","169,583",0,"169,583","8,030,970"
,,,95,015,2,12,9,06,,諸謝金外13目,"3,326,964",0,0,0,"3,326,964"
,,008,,,,,,,経済協力費,,"162,325,762","17,507,111","△ 38,883","17,468,228","179,793,990"
,,,50,015,2,12,5,14,,政府開発援助海外経済協力事業委託費,"854,475",0,"△ 38,883","△ 38,883","815,592"
,,,50,015,2,72,5,16,,政府開発援助経済開発等援助費,"160,497,000","17,507,111",0,"17,507,111","178,004,111"
,,,50,015,2,12,9,06,,政府開発援助諸謝金外12目,"974,287",0,0,0,"974,287"
,,009,,,,,,,独立行政法人国際協力機構運営費,,"146,412,741","7,622,960",0,"7,622,960","154,035,701"
,,,50,015,2,30,5,16,,政府開発援助独立行政法人国際協力機構運営費交付金,"146,412,741","7,622,960",0,"7,622,960","154,035,701"
,,010,,,,,,,国際分担金其他諸費,,"148,787,666","177,650,720",0,"177,650,720","326,438,386"
,,,50,015,2,72,5,16,,政府開発援助経済協力国際機関分担金,"13,600,054","138,080",0,"138,080","13,738,134"
,,,50,015,2,72,5,16,,経済協力国際機関分担金,"34,065,390","629,028",0,"629,028","34,694,418"
,,,63,015,2,72,5,16,,国際原子力機関分担金,"5,126,939",0,0,0,"5,126,939"
,,,95,015,2,72,5,16,,政府開発援助国際機関分担金,"3,764,344","1,729,990",0,"1,729,990","5,494,334"
,,,95,015,2,72,5,16,,国際機関分担金,"59,626,375","25,446,902",0,"25,446,902","85,073,277"
,,,50,015,2,72,5,16,,政府開発援助経済協力国際機関等拠出金,"28,298,202","135,383,591",0,"135,383,591","163,681,793"
,,,50,015,2,72,5,16,,経済協力国際機関等拠出金,"1,494,651","3,201,410",0,"3,201,410","4,696,061"
,,,63,015,2,72,5,16,,政府開発援助国際原子力機関拠出金,"1,018,981","547,814",0,"547,814","1,566,795"
,,,95,015,2,72,5,16,,政府開発援助国際機関等拠出金,"425,568","715,000",0,"715,000","1,140,568"
,,,95,015,2,72,5,16,,国際機関等拠出金,"1,367,162","9,858,905",0,"9,858,905","11,226,067"
,在外公館,,,,,,,,,,"137,851,420","769,063","△ 385,763","383,300","138,234,720"
,,021,,,,,,,在外公館共通費,,"125,263,779","610,735","△ 385,763","224,972","125,488,751"
,,,95,015,2,11,1,02,,職員基本給,"8,691,706",0,"△ 213,562","△ 213,562","8,478,144"
,,,95,015,2,11,1,02,,政府開発援助職員基本給,"6,913,657",0,"△ 172,201","△ 172,201","6,741,456"
,,,95,015,2,12,3,09,,庁費,"3,844,591","52,502",0,"52,502","3,897,093"
,,,95,015,2,12,3,09,,政府開発援助庁費,"3,058,133","41,762",0,"41,762","3,099,895"
,,,95,015,2,12,3,09,,在外公館連絡庁費,"1,158,597","33,944",0,"33,944","1,192,541"
,,,95,015,2,12,3,09,,政府開発援助在外公館連絡庁費,"921,599","27,000",0,"27,000","948,599"
,,,95,015,2,12,3,09,,車両購入費,"319,805","192,154",0,"192,154","511,959"
,,,95,015,2,12,3,09,,政府開発援助車両購入費,"254,378","152,846",0,"152,846","407,224"
,,,95,015,2,12,3,09,,在外公館設備整備費,"1,349,231","61,560",0,"61,560","1,410,791"
,,,95,015,2,12,3,09,,政府開発援助在外公館設備整備費,"1,072,521","48,967",0,"48,967","1,121,488"
,,,95,015,2,12,9,06,,諸謝金外24目,"97,679,561",0,0,0,"97,679,561"
,,022,,,,,,,在外公館施設費,,"4,713,793",0,0,0,"4,713,793"
,,023,,,,,,,地域別外交費,,"650,878",0,0,0,"650,878"
,,024,,,,,,,分野別外交費,,"178,195","158,328",0,"158,328","336,523"
,,,95,015,2,12,9,06,,諸謝金,"96,575","119,876",0,"119,876","216,451"
,,,95,015,2,12,2,08,,在外職員等旅費,"44,001","9,302",0,"9,302","53,303"
,,,95,015,2,12,3,09,,庁費,"23,177","24,063",0,"24,063","47,240"
,,,95,015,2,12,3,09,,在外公館連絡庁費,"3,297","5,087",0,"5,087","8,384"
,,,95,015,2,12,9,06,,政府開発援助諸謝金外2目,"11,145",0,0,0,"11,145"
,,025,,,,,,,広報文化交流及報道対策費,,"2,249,375",0,0,0,"2,249,375"
,,026,,,,,,,領事政策費,,"3,659,611",0,0,0,"3,659,611"
,,027,,,,,,,経済協力費,,"1,135,789",0,0,0,"1,135,789"
財務省,財務本省,,,,,,,,,,"24,796,738,523","806,066,272","△ 1,336,693,548","△ 530,627,276","24,266,111,247"
,,001,,,,,,,財務本省共通費,,"146,119,045","10,961,000","△ 2,333,025","8,627,975","154,747,020"
,,,95,016,2,11,1,05,,休職者給与,"81,041",0,"△ 5,790","△ 5,790","75,251"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"468,709",0,"△ 216,393","△ 216,393","252,316"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"129,965",0,"△ 57,567","△ 57,567","72,398"
,,,95,016,2,11,1,05,,退職手当,"13,071,339",0,"△ 2,033,102","△ 2,033,102","11,038,237"
,,,95,016,2,12,3,09,,通信専用料,"15,601",0,"△ 6,278","△ 6,278","9,323"
,,,95,016,2,72,5,16,,関税協力理事会等分担金,"222,638",0,"△ 13,895","△ 13,895","208,743"
,,,95,016,2,95,9,18,,貨幣交換差減補填金,"85,325,000","10,961,000",0,"10,961,000","96,286,000"
,,,95,016,2,12,9,06,,諸謝金外30目,"46,804,752",0,0,0,"46,804,752"
,,002,,,,,,,財務本省施設費,,"224,177",0,0,0,"224,177"
,,003,,,,,,,財政健全化推進費,,"10,735,867",0,△ 191,△ 191,"10,735,676"
,,,95,016,2,12,3,09,,電子計算機等借料,"4,262,417",0,△ 160,△ 160,"4,262,257"
,,,95,016,2,72,5,16,,経済協力開発機構拠出金,"4,320",0,△ 31,△ 31,"4,289"
,,,95,016,2,12,9,06,,諸謝金外10目,"6,469,130",0,0,0,"6,469,130"
,,004,,,,,,,税制企画立案費,,"165,541",0,△ 53,△ 53,"165,488"
,,,95,016,2,11,1,05,,非常勤職員手当,"4,029",0,△ 53,△ 53,"3,976"
,,,95,016,2,12,9,06,,諸謝金外3目,"161,512",0,0,0,"161,512"
,,005,,,,,,,資産債務管理費,,"2,288,878",0,"△ 16,902","△ 16,902","2,271,976"
,,,95,016,2,11,1,05,,非常勤職員手当,"31,784",0,"△ 16,684","△ 16,684","15,100"
,,,95,016,2,12,3,09,,情報処理業務庁費,"780,136",0,△ 218,△ 218,"779,918"
,,,95,016,2,12,9,06,,諸謝金外5目,"1,476,958",0,0,0,"1,476,958"
,,008,,,,,,,国債費,,"23,450,701,778","103,900","△ 1,334,255,016","△ 1,334,151,116","22,116,550,662"
,,,20,100,2,30,6,22,,普通国債等償還財源等国債整理基金特別会計へ繰入,"23,047,349,184","103,900","△ 1,318,968,237","△ 1,318,864,337","21,728,484,847"
,,,20,100,2,30,6,22,,年金特例公債償還財源等国債整理基金特別会計へ繰入,"289,056,206",0,"△ 15,286,779","△ 15,286,779","273,769,427"
,,,20,100,2,12,9,06,,諸謝金外6目,"114,296,388",0,0,0,"114,296,388"
,,007,,,,,,,公務員宿舎施設費,,"6,464,500",0,0,0,"6,464,500"
,,014,,,,,,,特定国有財産整備費,,"421,047",0,0,0,"421,047"
,,016,,,,,,,特定国有財産整備諸費,,370,0,0,0,370
,,009,,,,,,,貨幣製造及信用秩序制度等企画立案費,,"14,917,625",0,0,0,"14,917,625"
,,010,,,,,,,関税制度等企画立案費,,"1,658,887",0,△ 94,△ 94,"1,658,793"
,,,95,016,2,11,1,05,,委員手当,412,0,△ 94,△ 94,318
,,,95,016,2,12,9,06,,諸謝金外8目,"1,658,475",0,0,0,"1,658,475"
,,011,,,,,,,経済協力費,,"78,309,697",0,"△ 3,372","△ 3,372","78,306,325"
,,,50,015,2,72,5,16,,政府開発援助アジア開発銀行等拠出金,"29,602,087",0,"△ 3,372","△ 3,372","29,598,715"
,,,50,015,2,12,9,06,,政府開発援助諸謝金外7目,"48,707,610",0,0,0,"48,707,610"
,,012,,,,,,,政策金融費,,"72,148,244","1,500,000","△ 2,401","1,497,599","73,645,843"
,,,95,062,2,40,5,16,,危機対応円滑化業務補助金,"87,044",0,"△ 2,401","△ 2,401","84,643"
,,,60,062,1,95,9,24,,株式会社日本政策金融公庫出資金,"58,800,000","1,500,000",0,"1,500,000","60,300,000"
,,,60,062,2,40,5,16,,株式会社日本政策金融公庫補給金外1目,"13,261,200",0,0,0,"13,261,200"
,,013,,,,,,,国家公務員共済組合連合会等助成費,,"74,351,954",0,"△ 82,494","△ 82,494","74,269,460"
,,,95,081,2,71,5,16,,国家公務員共済組合連合会補助金,"1,786,263",0,"△ 45,666","△ 45,666","1,740,597"
,,,95,081,2,60,5,16,,旧令共済組合年金等交付金,"2,090,794",0,"△ 36,828","△ 36,828","2,053,966"
,,,04,081,2,71,5,16,,日本郵政共済組合等補助金外3目,"70,474,897",0,0,0,"70,474,897"
,,064,,,,,,,復興事業費等東日本大震災復興特別会計へ繰入,,"588,230,913","793,501,372",0,"793,501,372","1,381,732,285"
,,,20,100,2,30,6,22,,決算剰余金復興債償還財源東日本大震災復興特別会計へ繰入,0,"790,433,909",0,"790,433,909","790,433,909"
,,,95,199,2,30,6,22,,東日本大震災復興特別会計へ繰入,"588,230,913","3,067,463",0,"3,067,463","591,298,376"
,,019,,,,,,,予備費,,"350,000,000",0,0,0,"350,000,000"
,財務局,,,,,,,,,,"57,995,818","1,989,986","△ 281,120","1,708,866","59,704,684"
,,021,,,,,,,財務局共通費,,"44,094,839",0,"△ 268,098","△ 268,098","43,826,741"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"323,920",0,"△ 13,653","△ 13,653","310,267"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"7,064,750",0,"△ 254,445","△ 254,445","6,810,305"
,,,95,016,2,12,9,06,,諸謝金外19目,"36,706,169",0,0,0,"36,706,169"
,,022,,,,,,,財務局施設費,,"93,049",0,0,0,"93,049"
,,023,,,,,,,財務局業務費,,"13,807,930","1,989,986","△ 13,022","1,976,964","15,784,894"
,,,95,016,2,11,1,05,,委員手当,"4,291",0,△ 975,△ 975,"3,316"
,,,95,016,2,11,1,05,,非常勤職員手当,"1,953,809",0,"△ 12,047","△ 12,047","1,941,762"
,,,95,016,2,12,3,09,,国有財産管理処分庁費,"5,752,825","1,989,986",0,"1,989,986","7,742,811"
,,,95,016,2,12,9,06,,諸謝金外13目,"6,097,005",0,0,0,"6,097,005"
,税関,,,,,,,,,,"95,116,084","749,746","△ 14,270","735,476","95,851,560"
,,031,,,,,,,税関共通費,,"66,341,905",0,"△ 8,488","△ 8,488","66,333,417"
,,,95,017,2,12,3,09,,庁費,"2,319,009",0,"△ 8,488","△ 8,488","2,310,521"
,,,95,017,2,12,9,06,,諸謝金外19目,"64,022,896",0,0,0,"64,022,896"
,,032,,,,,,,税関施設費,,"229,536",0,0,0,"229,536"
,,033,,,,,,,税関業務費,,"28,069,733","749,746","△ 5,782","743,964","28,813,697"
,,,95,017,2,11,1,05,,委員手当,"1,381",0,△ 478,△ 478,903
,,,95,017,2,12,3,09,,税関業務特別庁費,"18,090,296","749,746",0,"749,746","18,840,042"
,,,95,017,2,12,3,09,,土地建物借料,"2,236,191",0,"△ 5,304","△ 5,304","2,230,887"
,,,95,017,2,12,9,06,,諸謝金外14目,"7,741,865",0,0,0,"7,741,865"
,,034,,,,,,,船舶建造費,,"474,910",0,0,0,"474,910"
,国税庁,,,,,,,,,,"707,350,507",0,"△ 3,616,825","△ 3,616,825","703,733,682"
,,041,,,,,,,国税庁共通費,,"577,794,374",0,"△ 3,059,743","△ 3,059,743","574,734,631"
,,,95,017,2,11,1,05,,退職手当,"49,533,158",0,"△ 2,423,589","△ 2,423,589","47,109,569"
,,,95,017,2,11,5,16,,国家公務員共済組合負担金,"73,827,961",0,"△ 636,154","△ 636,154","73,191,807"
,,,95,017,2,12,9,06,,諸謝金外26目,"454,433,255",0,0,0,"454,433,255"
,,042,,,,,,,国税庁施設費,,"2,470,215",0,△ 815,△ 815,"2,469,400"
,,,95,017,1,94,4,15,,不動産購入費,"1,823",0,△ 815,△ 815,"1,008"
,,,95,017,1,20,2,08,,施設施工旅費外2目,"2,468,392",0,0,0,"2,468,392"
,,043,,,,,,,税務業務費,,"121,172,114",0,"△ 511,897","△ 511,897","120,660,217"
,,,95,017,2,11,1,05,,非常勤職員手当,"53,843",0,"△ 3,331","△ 3,331","50,512"
,,,95,017,2,12,3,09,,校費,"1,155,527",0,"△ 24,050","△ 24,050","1,131,477"
,,,95,017,2,12,3,09,,通信専用料,"473,027",0,"△ 282,884","△ 282,884","190,143"
,,,95,017,2,12,3,09,,電子計算機等借料,"23,557,387",0,"△ 195,651","△ 195,651","23,361,736"
,,,95,017,2,12,3,09,,成果重視事業国税電子申告・納税システム開発運用費,"8,455,335",0,"△ 5,981","△ 5,981","8,449,354"
,,,95,017,2,12,9,06,,諸謝金外15目,"87,476,995",0,0,0,"87,476,995"
,,044,,,,,,,国税不服審判所,,"4,960,106",0,"△ 44,370","△ 44,370","4,915,736"
,,,95,017,2,11,1,02,,職員基本給,"2,974,701",0,"△ 26,369","△ 26,369","2,948,332"
,,,95,017,2,11,1,03,,職員諸手当,"1,489,578",0,"△ 11,015","△ 11,015","1,478,563"
,,,95,089,2,11,1,05,,児童手当,"24,870",0,△ 355,△ 355,"24,515"
,,,95,017,2,12,3,09,,情報処理業務庁費,"91,309",0,"△ 6,631","△ 6,631","84,678"
,,,95,017,2,12,2,08,,職員旅費外7目,"379,648",0,0,0,"379,648"
,,045,,,,,,,独立行政法人酒類総合研究所運営費,,"953,698",0,0,0,"953,698"
文部科学省,文部科学本省,,,,,,,,,,"5,228,544,796","87,227,562","△ 8,303,584","78,923,978","5,307,468,774"
,,001,,,,,,,文部科学本省共通費,,"110,820,129",0,0,0,"110,820,129"
,,002,,,,,,,文部科学本省施設費,,"28,816",0,0,0,"28,816"
,,003,,,,,,,生涯学習振興費,,"17,819,643","350,784",0,"350,784","18,170,427"
,,,15,072,2,81,5,16,,学校・家庭・地域連携協力推進事業費補助金,"6,629,301","350,784",0,"350,784","6,980,085"
,,,15,072,2,12,9,06,,諸謝金外10目,"11,190,342",0,0,0,"11,190,342"
,,004,,,,,,,独立行政法人国立科学博物館運営費,,"2,765,441",0,0,0,"2,765,441"
,,005,,,,,,,独立行政法人国立女性教育会館運営費,,"539,987",0,0,0,"539,987"
,,006,,,,,,,初等中等教育等振興費,,"534,467,824","1,035,224",0,"1,035,224","535,503,048"
,,,15,071,2,12,5,14,,初等中等教育等振興事業委託費,"12,014,080","659,491",0,"659,491","12,673,571"
