所管,組織,,,,,,,,,                        項目,平成30年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,,95,016,2,15,1,05,,公務災害補償費,"8,522","13,203","△ 4,681"
,,,95,016,2,11,1,05,,退職手当,"687,899","784,992","△ 97,093"
,,,95,089,2,11,1,05,,児童手当,"53,635","55,155","△ 1,520"
,,,95,016,2,12,9,06,,諸謝金,"5,589","5,593",△ 4
,,,95,016,2,12,2,08,,職員旅費,"6,315","6,315",0
,,,95,016,2,12,2,08,,赴任旅費,"1,883","1,883",0
,,,95,016,2,12,2,08,,皇室活動随伴等旅費,"56,191","57,196","△ 1,005"
,,,95,016,2,12,3,09,,庁費,"359,803","322,934","36,869"
,,,95,016,2,12,3,09,,病院費,"35,210","33,713","1,497"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,962","1,962",0
,,,95,016,2,12,3,09,,情報処理業務庁費,"378,096","332,199","45,897"
,,,95,016,2,12,3,09,,各所修繕,"37,779","58,395","△ 20,616"
,,,95,016,2,12,3,09,,病院患者食糧費,731,731,0
,,,95,199,2,13,3,09,,自動車重量税,"1,157","1,302",△ 145
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,305,598","1,290,434","15,164"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"290,681","288,763","1,918"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,0,693,△ 693
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"3,230","3,221",9
,,,95,016,2,12,9,17,,交際費,100,100,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,700,300,400
,公正取引委員会,,,,,,,,,,"10,972,148","11,221,911","△ 249,763"
,,121,,,,,,,公正取引委員会,,"10,972,148","11,221,911","△ 249,763"
,,,95,016,2,11,1,02,,職員基本給,"4,040,958","3,995,074","45,884"
,,,95,016,2,11,1,03,,職員諸手当,"2,099,496","2,031,237","68,259"
,,,95,016,2,11,1,04,,超過勤務手当,"560,581","552,462","8,119"
,,,95,016,2,11,1,05,,非常勤職員手当,"356,588","340,619","15,969"
,,,95,016,2,11,1,05,,休職者給与,"25,484","27,467","△ 1,983"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"12,378","11,695",683
,,,95,016,2,11,1,05,,短時間勤務職員給与,"22,554","22,580",△ 26
,,,95,016,2,15,1,05,,公務災害補償費,802,838,△ 36
,,,95,016,2,11,1,05,,退職手当,"393,225","619,140","△ 225,915"
,,,95,089,2,11,1,05,,児童手当,"50,770","48,620","2,150"
,,,95,016,2,12,9,06,,諸謝金,"20,107","17,838","2,269"
,,,95,016,2,95,9,07,,報償費,765,765,0
,,,95,016,2,12,2,08,,職員旅費,"113,129","119,426","△ 6,297"
,,,95,016,2,12,2,08,,審査活動旅費,"134,077","145,400","△ 11,323"
,,,95,016,2,12,2,08,,消費税転嫁等対策業務旅費,"25,966","62,224","△ 36,258"
,,,95,016,2,12,2,08,,外国留学旅費,"26,249","25,303",946
,,,95,016,2,12,2,08,,赴任旅費,"17,932","18,516",△ 584
,,,95,016,2,12,2,08,,委員等旅費,"20,638","18,554","2,084"
,,,95,016,2,12,2,08,,参考人等旅費,546,546,0
,,,95,016,2,12,3,09,,庁費,"582,470","557,879","24,591"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,832","1,832",0
,,,95,016,2,12,3,09,,情報処理業務庁費,"91,400","89,863","1,537"
,,,95,016,2,12,3,09,,消費税転嫁等対策業務庁費,"116,871","143,849","△ 26,978"
,,,95,016,2,12,3,09,,経済実態等調査費,"61,909","70,479","△ 8,570"
,,,95,016,2,12,3,09,,電子計算機等借料,"58,891","56,048","2,843"
,,,95,016,2,12,3,09,,各所修繕,"3,322","3,350",△ 28
,,,95,016,2,12,3,09,,審査活動費,"277,938","270,295","7,643"
,,,95,199,2,13,3,09,,自動車重量税,371,358,13
,,,95,016,2,12,3,09,,移転費,0,"3,827","△ 3,827"
,,,95,016,2,12,5,14,,競争政策推進委託費,"33,500",0,"33,500"
,,,95,016,2,12,5,14,,消費税転嫁等対策委託費,"475,194","624,368","△ 149,174"
,,,95,016,2,20,4,15,,施設整備費,0,"11,858","△ 11,858"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,103,876","1,095,216","8,660"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"241,536","233,739","7,797"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,141,0,141
,,,95,016,2,72,5,16,,国際競争組織分担金,352,346,6
,,,95,016,2,12,9,17,,交際費,200,200,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,100,100,0
,警察庁,,,,,,,,,,"315,126,997","318,521,801","△ 3,394,804"
,,131,,,,,,,警察庁共通費,,"92,139,686","88,131,274","4,008,412"
,,,95,014,2,11,1,02,,職員基本給,"36,880,233","35,781,932","1,098,301"
,,,95,014,2,11,1,03,,職員諸手当,"19,619,257","18,577,757","1,041,500"
,,,95,014,2,11,1,04,,超過勤務手当,"3,777,520","3,676,683","100,837"
,,,95,014,2,11,1,05,,委員手当,"26,259","27,213",△ 954
,,,95,014,2,11,1,05,,非常勤職員手当,"622,725","602,804","19,921"
,,,95,014,2,11,1,05,,休職者給与,"90,467","84,920","5,547"
,,,95,014,2,11,1,05,,国際機関等派遣職員給与,"131,935","115,520","16,415"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"505,650","408,457","97,193"
,,,95,014,2,15,1,05,,公務災害補償費,"139,242","135,610","3,632"
,,,95,014,2,11,1,05,,退職手当,"8,498,653","8,447,747","50,906"
,,,95,089,2,11,1,05,,児童手当,"514,740","524,040","△ 9,300"
,,,95,014,2,12,9,06,,諸謝金,"6,854","9,128","△ 2,274"
,,,95,014,2,95,9,07,,報償費,"101,113","114,313","△ 13,200"
,,,95,014,2,12,2,08,,職員旅費,"261,519","255,078","6,441"
,,,95,014,2,12,2,08,,外国留学旅費,"66,880","61,114","5,766"
,,,95,014,2,12,2,08,,赴任旅費,"252,329","252,329",0
,,,95,014,2,12,2,08,,委員等旅費,"2,799","3,031",△ 232
,,,95,014,2,12,2,08,,外国人招へい旅費,"42,604","43,088",△ 484
,,,95,014,2,12,2,08,,政府開発援助外国人招へい旅費,"5,494","5,650",△ 156
,,,95,014,2,12,3,09,,庁費,"4,285,646","4,288,570","△ 2,924"
,,,95,014,2,12,3,09,,政府開発援助庁費,"7,831","7,831",0
,,,95,014,2,12,3,09,,国会図書館支部庁費,"1,832","1,832",0
,,,95,014,2,12,3,09,,警察装備費,"4,763","5,134",△ 371
,,,95,014,2,12,3,09,,土地建物借料,"65,800","65,800",0
,,,95,014,2,12,3,09,,招へい外国人滞在費,"8,186","7,475",711
,,,95,014,2,12,3,09,,政府開発援助招へい外国人滞在費,803,803,0
,,,95,014,2,12,3,09,,各所修繕,"502,109","499,754","2,355"
,,,95,014,2,12,3,09,,公共施設等維持管理運営費,"134,844","133,265","1,579"
,,,95,199,2,13,3,09,,自動車重量税,"14,669","10,621","4,048"
,,,95,014,2,12,3,09,,移転費,0,"7,366","△ 7,366"
,,,95,081,2,71,5,16,,警察共済組合特定健康診査・保健指導補助金,"5,631","5,594",37
,,,95,014,2,11,5,16,,国家公務員共済組合負担金,"14,548,572","12,951,816","1,596,756"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"81,704","79,307","2,397"
,,,95,014,2,72,5,16,,国際刑事警察会議等分担金,"923,723","932,392","△ 8,669"
,,,95,014,2,12,9,17,,交際費,"2,300","2,300",0
,,,95,014,2,95,9,18,,賠償償還及払戻金,"5,000","5,000",0
,,132,,,,,,,警察庁施設費,,"7,639,555","8,503,421","△ 863,866"
,,,95,014,1,20,2,08,,施設施工旅費,"20,589","20,555",34
,,,95,014,1,20,3,09,,施設施工庁費,"899,460","393,577","505,883"
,,,95,014,1,20,4,15,,警察庁施設費,"5,055,710","6,775,898","△ 1,720,188"
,,,95,014,1,20,4,15,,通信施設整備費,"537,122","197,548","339,574"
,,,95,014,1,20,4,15,,不動産購入費,"1,126,674","1,115,843","10,831"
,,133,,,,,,,生活安全警察費,,"103,893","152,303","△ 48,410"
,,,95,014,2,12,9,06,,諸謝金,"2,289","2,189",100
,,,95,014,2,12,3,09,,警察装備費,"101,604","150,114","△ 48,510"
,,134,,,,,,,刑事警察費,,"190,701","185,167","5,534"
,,,95,014,2,12,9,06,,諸謝金,"1,872","1,872",0
,,,95,014,2,12,3,09,,警察装備費,"188,829","183,295","5,534"
,,135,,,,,,,組織犯罪対策費,,"66,186","77,008","△ 10,822"
,,,95,014,2,12,9,06,,諸謝金,"1,082",517,565
,,,95,014,2,12,3,09,,警察装備費,"65,104","76,491","△ 11,387"
,,136,,,,,,,交通警察費,,"17,730,082","17,165,634","564,448"
,,,95,014,2,12,9,06,,諸謝金,"1,432","1,432",0
,,,95,014,2,12,3,09,,警察装備費,"218,647","163,852","54,795"
,,,95,014,1,82,5,16,,都道府県警察施設整備費補助金,"17,510,003","17,000,350","509,653"
,,145,,,,,,,交通反則者納金財源交通安全対策特別交付金等交付税及び譲与税配付金特別会計へ繰入,,"60,512,251","62,402,487","△ 1,890,236"
,,,95,029,2,30,6,22,,交通反則者納金財源の交付税及び譲与税配付金特別会計へ繰入,"60,512,251","62,402,487","△ 1,890,236"
,,137,,,,,,,警備警察費,,"13,083,081","12,350,920","732,161"
,,,95,014,2,12,9,06,,諸謝金,"2,170","2,170",0
,,,95,014,2,12,2,08,,活動旅費,"19,038","19,038",0
,,,95,014,2,12,3,09,,警察装備費,"1,177,435","427,196","750,239"
,,,95,014,2,12,3,09,,警察通信維持費,"18,825","18,825",0
,,,95,014,2,12,3,09,,土地建物借料,"2,377","3,292",△ 915
,,,95,014,2,12,3,09,,各所修繕,"9,617","9,478",139
,,,95,014,2,81,5,16,,千葉県警察成田国際空港警備隊費補助金,"11,853,619","11,870,921","△ 17,302"
,,138,,,,,,,皇宮警察本部,,"8,366,539","8,044,808","321,731"
,,,95,014,2,11,1,02,,職員基本給,"4,324,551","4,249,492","75,059"
,,,95,014,2,11,1,03,,職員諸手当,"1,911,396","1,833,730","77,666"
,,,95,014,2,11,1,04,,超過勤務手当,"1,022,000","1,002,291","19,709"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"32,099","60,413","△ 28,314"
,,,95,089,2,11,1,05,,児童手当,"61,140","60,900",240
,,,95,014,2,12,9,06,,諸謝金,"4,498","4,498",0
,,,95,014,2,12,2,08,,職員旅費,"9,758","9,758",0
,,,95,014,2,12,2,08,,活動旅費,"144,691","144,691",0
,,,95,014,2,12,2,08,,入校生旅費,"13,214","13,214",0
,,,95,014,2,12,3,09,,庁費,"115,625","115,625",0
,,,95,014,2,12,3,09,,情報処理業務庁費,"11,147","5,463","5,684"
,,,95,014,2,12,3,09,,警察装備費,"568,284","396,597","171,687"
,,,95,014,2,12,3,09,,警察官被服費,"71,901","71,901",0
,,,95,014,2,12,3,09,,電子計算機等借料,"76,112","76,112",0
,,,95,014,2,12,9,17,,交際費,123,123,0
,,140,,,,,,,犯罪被害給付費,,"1,291,320","1,203,457","87,863"
,,,95,014,2,12,9,06,,諸謝金,"3,282",834,"2,448"
,,,95,014,2,60,9,06,,犯罪被害給付金,"1,247,067","1,152,578","94,489"
,,,95,014,2,12,3,09,,警察装備費,"40,971","50,045","△ 9,074"
,,141,,,,,,,情報技術犯罪対策費,,"933,492","178,798","754,694"
,,,95,014,2,12,9,06,,諸謝金,"1,235","1,470",△ 235
,,,95,014,2,12,3,09,,警察装備費,"932,257","177,328","754,929"
,,142,,,,,,,科学警察研究所,,"2,090,219","2,299,721","△ 209,502"
,,,13,014,2,20,1,02,,職員基本給,"617,682","627,801","△ 10,119"
,,,13,014,2,20,1,03,,職員諸手当,"356,273","357,268",△ 995
,,,13,014,2,20,1,04,,超過勤務手当,"17,897","18,031",△ 134
,,,13,014,2,20,1,05,,委員手当,236,235,1
,,,13,014,2,20,1,05,,非常勤職員手当,"11,473","2,736","8,737"
,,,13,014,2,20,1,05,,短時間勤務職員給与,"19,646","18,055","1,591"
,,,13,089,2,20,1,05,,児童手当,"6,900","6,900",0
,,,13,014,2,20,9,06,,諸謝金,"2,507","2,409",98
,,,13,014,2,20,2,08,,職員旅費,"13,332","16,122","△ 2,790"
,,,13,014,2,20,2,08,,活動旅費,"3,108","3,108",0
,,,13,014,2,20,2,08,,委員等旅費,812,712,100
,,,13,014,2,20,2,08,,入校生旅費,"33,906","34,076",△ 170
,,,13,014,2,20,2,08,,外国人招へい旅費,"3,314",0,"3,314"
,,,13,014,2,20,3,09,,庁費,"224,124","233,132","△ 9,008"
,,,13,014,2,20,3,09,,試験研究費,"745,476","945,798","△ 200,322"
,,,13,014,2,20,3,09,,電子計算機等借料,"33,338","33,338",0
,,,13,014,2,20,3,09,,招へい外国人滞在費,195,0,195
,,143,,,,,,,警察活動基盤整備費,,"110,979,992","117,826,803","△ 6,846,811"
,,,95,014,2,12,9,06,,諸謝金,"1,624,144","1,647,826","△ 23,682"
,,,95,014,2,12,2,08,,活動旅費,"7,383,465","7,383,465",0
,,,95,014,2,12,2,08,,入校生旅費,"3,615,404","3,713,584","△ 98,180"
,,,95,014,2,12,3,09,,校費,"2,208,713","2,930,863","△ 722,150"
,,,95,014,2,12,3,09,,情報処理業務庁費,"3,989,504","1,900,688","2,088,816"
,,,95,014,2,12,3,09,,警察装備費,"13,781,727","11,193,652","2,588,075"
,,,95,014,2,20,3,09,,車両購入費,"2,044,142","2,851,859","△ 807,717"
,,,95,014,2,20,3,09,,警察通信機器整備費,"8,869,000","17,723,386","△ 8,854,386"
,,,95,014,2,12,3,09,,警察通信維持費,"7,959,734","7,698,389","261,345"
,,,95,014,2,12,3,09,,警察電話専用料,"3,636,302","4,091,114","△ 454,812"
,,,95,014,2,12,3,09,,警察官被服費,"28,573","28,739",△ 166
,,,95,014,2,12,3,09,,土地建物借料,"8,329","8,329",0
,,,95,014,2,12,3,09,,電子計算機等借料,"9,593,081","11,413,120","△ 1,820,039"
,,,95,014,2,12,3,09,,船舶借料,"4,296","4,296",0
,,,95,014,2,12,3,09,,捜査費,"3,100,000","3,100,000",0
,,,95,014,2,12,3,09,,公共施設等維持管理運営費,"280,404","300,157","△ 19,753"
,,,95,014,2,20,4,15,,航空機購入費,"2,381,729",0,"2,381,729"
,,,95,014,2,81,5,16,,都道府県警察費補助金,"30,825,836","30,963,961","△ 138,125"
,,,95,014,1,82,5,16,,都道府県警察施設整備費補助金,"9,645,565","10,873,331","△ 1,227,766"
,,,95,014,2,12,9,17,,交際費,44,44,0
,個人情報保護委員会,,,,,,,,,,"3,462,228","3,159,285","302,943"
,,221,,,,,,,個人情報保護委員会,,"3,462,228","3,159,285","302,943"
,,,95,016,2,11,1,02,,職員基本給,"652,754","557,494","95,260"
,,,95,016,2,11,1,03,,職員諸手当,"329,776","272,216","57,560"
,,,95,016,2,11,1,04,,超過勤務手当,"78,039","65,238","12,801"
,,,95,016,2,11,1,05,,委員手当,"13,318","13,318",0
,,,95,016,2,11,1,05,,非常勤職員手当,"67,160","53,729","13,431"
,,,95,016,2,15,1,05,,公務災害補償費,227,227,0
,,,95,016,2,11,1,05,,退職手当,"19,447","7,970","11,477"
,,,95,089,2,11,1,05,,児童手当,"5,580","6,300",△ 720
,,,95,016,2,12,9,06,,諸謝金,"4,965","2,709","2,256"
,,,95,016,2,12,2,08,,職員旅費,"66,941","30,764","36,177"
,,,95,016,2,12,2,08,,赴任旅費,957,778,179
,,,95,016,2,12,2,08,,委員等旅費,"46,055","13,393","32,662"
,,,95,016,2,12,3,09,,庁費,"76,018","83,768","△ 7,750"
,,,95,016,2,12,3,09,,情報処理業務庁費,"652,149","659,482","△ 7,333"
,,,95,016,2,12,3,09,,個人情報保護業務庁費,"513,113","441,991","71,122"
,,,95,016,2,12,3,09,,土地建物借料,"278,334","292,590","△ 14,256"
,,,95,199,2,13,3,09,,自動車重量税,99,0,99
,,,95,016,2,12,5,14,,社会保障・税番号制度システム開発等委託費,"656,914","656,914",0
,,,95,016,2,72,5,16,,国際機関等拠出金,172,194,△ 22
,,,95,016,2,12,9,17,,交際費,90,90,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,120,120,0
,金融庁,,,,,,,,,,"24,686,308","24,369,584","316,724"
,,151,,,,,,,金融庁共通費,,"22,580,491","22,413,193","167,298"
,,,95,016,2,11,1,02,,職員基本給,"8,068,807","8,067,571","1,236"
,,,95,016,2,11,1,03,,職員諸手当,"4,079,195","3,986,707","92,488"
,,,95,016,2,11,1,04,,超過勤務手当,"1,566,248","1,550,181","16,067"
,,,95,016,2,11,1,05,,委員手当,"16,927","18,041","△ 1,114"
,,,95,016,2,11,1,05,,非常勤職員手当,"559,459","546,949","12,510"
,,,95,016,2,11,1,05,,休職者給与,"30,897","29,776","1,121"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"33,245","31,394","1,851"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"62,175","49,467","12,708"
,,,95,016,2,15,1,05,,公務災害補償費,"10,768","38,507","△ 27,739"
,,,95,016,2,11,1,05,,退職手当,"835,017","803,185","31,832"
,,,95,089,2,11,1,05,,児童手当,"91,870","95,620","△ 3,750"
,,,95,016,2,12,9,06,,諸謝金,"52,493","76,784","△ 24,291"
,,,95,016,2,12,2,08,,職員旅費,"398,285","415,503","△ 17,218"
,,,95,016,2,12,2,08,,外国留学旅費,"81,762","83,436","△ 1,674"
,,,95,016,2,12,2,08,,赴任旅費,"14,960","14,960",0
,,,95,016,2,12,2,08,,委員等旅費,"21,321","23,448","△ 2,127"
,,,95,016,2,12,3,09,,庁費,"863,258","871,978","△ 8,720"
,,,95,016,2,12,3,09,,情報処理業務庁費,"2,104,968","2,037,078","67,890"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"4,544","4,580",△ 36
,,,95,016,2,12,3,09,,通信専用料,"9,399","9,399",0
,,,95,016,2,12,3,09,,各所修繕,"28,173","27,950",223
,,,95,016,2,12,3,09,,公共施設等維持管理運営費,"559,616","555,486","4,130"
,,,95,016,2,12,3,09,,官民区分所有施設維持管理運営費,"167,776","178,413","△ 10,637"
,,,95,199,2,13,3,09,,自動車重量税,95,516,△ 421
,,,95,016,2,12,3,09,,監査監督機関国際フォーラム本会合等開催庁費,0,"40,988","△ 40,988"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"2,254,891","2,201,940","52,951"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"523,964","520,142","3,822"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"1,352","2,511","△ 1,159"
,,,95,016,2,72,5,16,,証券監督者国際機構等分担金,"52,382","44,039","8,343"
,,,95,016,2,72,5,16,,監査監督機関国際フォーラム拠出金,"85,527","85,527",0
,,,95,016,2,12,9,17,,交際費,997,997,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,120,120,0
,,152,,,,,,,金融政策費,,"2,105,817","1,956,391","149,426"
,,,95,016,2,11,1,05,,委員手当,"37,237","37,781",△ 544
,,,95,016,2,11,1,05,,非常勤職員手当,"60,098","56,339","3,759"
,,,95,016,2,12,9,06,,諸謝金,"284,487","208,934","75,553"
,,,50,015,2,12,9,06,,政府開発援助諸謝金,"11,933","13,866","△ 1,933"
,,,95,016,2,95,9,07,,褒賞品費,240,240,0
,,,95,016,2,12,2,08,,職員旅費,"110,988","103,578","7,410"
,,,95,016,2,12,2,08,,金融機関等検査旅費,"255,419","304,448","△ 49,029"
,,,95,016,2,12,2,08,,委員等旅費,"28,469","28,907",△ 438
,,,95,016,2,12,2,08,,参考人等旅費,828,"1,007",△ 179
,,,95,016,2,12,3,09,,金融政策業務庁費,"189,629","208,481","△ 18,852"
,,,95,016,2,12,3,09,,情報処理業務庁費,"935,246","782,519","152,727"
,,,95,016,2,12,3,09,,捜査費,"12,939","12,534",405
,,,95,016,2,12,5,14,,国際会計基準事務委託費,"22,702","22,702",0
,,,95,062,2,40,5,16,,自然災害被災者債務整理支援事業費補助金,"30,559","57,564","△ 27,005"
,,,50,015,2,72,5,16,,政府開発援助経済協力開発機構等拠出金,"125,043","117,491","7,552"
,消費者庁,,,,,,,,,,"11,933,929","12,168,753","△ 234,824"
,,161,,,,,,,消費者庁共通費,,"4,555,381","4,395,081","160,300"
,,,95,016,2,11,1,02,,職員基本給,"1,748,175","1,669,015","79,160"
,,,95,016,2,11,1,03,,職員諸手当,"891,743","826,007","65,736"
,,,95,016,2,11,1,04,,超過勤務手当,"312,871","301,382","11,489"
,,,95,016,2,11,1,05,,委員手当,"18,880","17,063","1,817"
,,,95,016,2,11,1,05,,非常勤職員手当,"184,059","140,835","43,224"
,,,95,016,2,11,1,05,,休職者給与,"14,578","14,427",151
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"8,353","8,863",△ 510
,,,95,016,2,11,1,05,,退職手当,"153,989","168,499","△ 14,510"
,,,95,089,2,11,1,05,,児童手当,"15,600","15,180",420
,,,95,016,2,12,9,06,,諸謝金,"1,254","1,254",0
,,,95,016,2,12,2,08,,職員旅費,"27,504","28,473",△ 969
,,,95,016,2,12,2,08,,赴任旅費,"4,468","6,531","△ 2,063"
,,,95,016,2,12,2,08,,委員等旅費,"15,694","17,908","△ 2,214"
,,,95,016,2,12,3,09,,庁費,"296,496","281,626","14,870"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,832","1,832",0
,,,95,016,2,12,3,09,,情報処理業務庁費,"830,617","821,369","9,248"
,,,95,016,2,12,3,09,,土地建物借料,"10,312","10,312",0
,,,95,016,2,12,3,09,,各所修繕,"17,129","12,879","4,250"
,,,95,199,2,13,3,09,,自動車重量税,100,0,100
,,,95,016,2,12,3,09,,移転費,0,"49,750","△ 49,750"
,,,95,016,2,12,9,17,,交際費,597,746,△ 149
,,,95,016,2,95,9,18,,賠償償還及払戻金,"1,130","1,130",0
,,162,,,,,,,消費者政策費,,"4,088,102","4,539,515","△ 451,413"
,,,95,016,2,11,1,05,,非常勤職員手当,"425,225","360,362","64,863"
,,,95,016,2,12,9,06,,諸謝金,"18,025","18,279",△ 254
,,,95,016,2,12,2,08,,職員旅費,"73,030","76,616","△ 3,586"
,,,95,016,2,12,2,08,,審査活動旅費,"6,636","6,636",0
,,,95,016,2,12,2,08,,委員等旅費,"37,134","35,445","1,689"
,,,95,016,2,12,2,08,,参考人等旅費,122,122,0
,,,95,016,2,12,3,09,,情報処理業務庁費,"235,606","234,899",707
,,,95,016,2,12,3,09,,消費者政策調査費,"774,930","689,762","85,168"
,,,95,016,2,12,3,09,,審査活動費,"8,963","8,963",0
,,,95,016,2,12,5,14,,消費者政策委託費,"84,641","84,641",0
,,,95,016,2,81,5,16,,地方消費者行政強化交付金,"2,400,000",0,"2,400,000"
,,,95,016,2,81,5,16,,地方消費者行政推進交付金,0,"3,000,000","△ 3,000,000"
,,,95,016,2,72,5,16,,経済協力開発機構拠出金,"23,790","23,790",0
,,163,,,,,,,独立行政法人国民生活センター運営費,,"3,290,446","3,234,157","56,289"
,,,95,191,2,30,5,16,,独立行政法人国民生活センター運営費交付金,"3,290,446","3,234,157","56,289"
総務省,総務本省,,,,,,,,,,"16,064,228,313","16,144,509,787","△ 80,281,474"
,,001,,,,,,,総務本省共通費,,"41,177,282","40,495,282","682,000"
,,,95,016,2,11,1,02,,職員基本給,"12,777,396","12,501,430","275,966"
,,,95,016,2,11,1,03,,職員諸手当,"6,836,113","6,599,851","236,262"
,,,95,016,2,11,1,04,,超過勤務手当,"2,109,977","2,068,024","41,953"
,,,95,016,2,11,1,05,,委員手当,"78,389","78,735",△ 346
,,,95,016,2,11,1,05,,非常勤職員手当,"119,633","102,777","16,856"
,,,95,016,2,11,1,05,,休職者給与,"195,351","177,508","17,843"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"113,269","99,725","13,544"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"373,847","352,277","21,570"
,,,95,016,2,15,1,05,,公務災害補償費,"128,660","186,639","△ 57,979"
,,,95,016,2,11,1,05,,退職手当,"5,465,608","5,399,249","66,359"
,,,95,089,2,11,1,05,,児童手当,"129,330","132,840","△ 3,510"
,,,95,016,2,12,9,06,,諸謝金,"58,213","60,040","△ 1,827"
,,,95,016,2,12,2,08,,職員旅費,"312,079","325,865","△ 13,786"
,,,95,016,2,12,2,08,,外国留学旅費,"78,268","73,625","4,643"
,,,95,016,2,12,2,08,,赴任旅費,"104,013","104,013",0
,,,95,016,2,12,2,08,,委員等旅費,"41,805","41,409",396
,,,95,016,2,12,2,08,,参考人等旅費,117,117,0
,,,95,016,2,12,3,09,,庁費,"3,132,076","3,139,644","△ 7,568"
,,,95,016,2,12,3,09,,校費,"447,760","433,468","14,292"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"10,846","10,045",801
,,,95,016,2,12,3,09,,情報処理業務庁費,"208,995","155,253","53,742"
,,,95,016,2,12,3,09,,無線機器型式検定試験費,"113,000","113,685",△ 685
,,,95,016,2,12,3,09,,通信専用料,"7,394","4,520","2,874"
,,,95,016,2,12,3,09,,建物借料,"6,562",0,"6,562"
,,,95,016,2,12,3,09,,各所修繕,"114,042","112,564","1,478"
,,,95,199,2,13,3,09,,自動車重量税,206,719,△ 513
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"6,392,029","6,439,116","△ 47,087"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"1,771,659","1,731,360","40,299"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"1,036","2,778","△ 1,742"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"34,868","33,155","1,713"
,,,95,016,2,72,5,16,,国際行政学会等分担金,"9,134","9,029",105
,,,95,016,2,72,5,16,,アジア地域行政会議等分担金,"1,111","1,091",20
,,,95,016,2,12,9,17,,交際費,629,629,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,"3,867","4,102",△ 235
,,002,,,,,,,総務本省施設費,,"423,258","1,211,643","△ 788,385"
,,,95,016,1,20,2,08,,施設施工旅費,131,"1,003",△ 872
,,,95,016,1,20,3,09,,施設施工庁費,"70,992","12,371","58,621"
,,,95,016,1,20,4,15,,施設整備費,"352,135","1,198,269","△ 846,134"
,,004,,,,,,,行政管理実施費,,"126,848","131,173","△ 4,325"
,,,95,016,2,12,9,06,,諸謝金,"1,770","2,800","△ 1,030"
,,,95,016,2,12,2,08,,職員旅費,"3,636","5,485","△ 1,849"
,,,95,016,2,12,2,08,,委員等旅費,"1,622","1,764",△ 142
,,,95,016,2,12,3,09,,庁費,"29,381","30,056",△ 675
,,,95,016,2,12,3,09,,情報処理業務庁費,"75,672","74,776",896
,,,95,016,2,12,3,09,,公共サービス改革調査費,"13,059","14,584","△ 1,525"
,,,95,016,2,12,3,09,,電子計算機等借料,"1,708","1,708",0
,,005,,,,,,,行政評価等実施費,,"215,506","138,245","77,261"
,,,95,016,2,12,9,06,,諸謝金,"3,463","2,654",809
,,,95,016,2,95,9,07,,褒賞品費,"1,709","1,709",0
,,,95,016,2,12,2,08,,職員旅費,"16,786","15,509","1,277"
,,,95,016,2,12,2,08,,委員等旅費,"1,823","1,246",577
,,,95,016,2,12,3,09,,庁費,"83,820","103,484","△ 19,664"
,,,95,016,2,12,3,09,,情報処理業務庁費,"28,793","13,643","15,150"
,,,95,016,2,12,3,09,,行政評価等政策効果調査費,"79,112",0,"79,112"
,,006,,,,,,,地方行政制度整備費,,"443,510","412,138","31,372"
,,,95,016,2,12,9,06,,諸謝金,"9,116","8,344",772
,,,95,016,2,95,9,07,,褒賞品費,"3,402","19,067","△ 15,665"
,,,95,016,2,12,2,08,,職員旅費,"17,933","14,139","3,794"
,,,95,016,2,12,2,08,,委員等旅費,"12,593","11,696",897
