所管,組織,,,,,,,,,                        項目,平成28年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,,46,052,1,20,3,09,,工事雑費,"90,166","91,386","△ 1,220"
,,,46,199,1,13,3,09,,自動車重量税,218,321,△ 103
,,,46,052,1,20,5,16,,国家公務員共済組合負担金,"74,268","69,938","4,330"
,,,46,052,1,95,9,18,,賠償償還及払戻金,10,35,△ 25
,,115,,,,,,,沖縄水産基盤整備事業調査諸費,,"3,796","3,863",△ 67
,,,46,052,1,20,2,08,,職員旅費,"1,847","1,914",△ 67
,,,46,052,1,20,3,09,,庁費,"1,949","1,949",0
,宮内庁,,,,,,,,,,"10,939,792","10,827,715","112,077"
,,111,,,,,,,宮内庁,,"10,939,792","10,827,715","112,077"
,,,95,016,2,11,1,02,,職員基本給,"4,686,469","4,598,398","88,071"
,,,95,016,2,11,1,03,,職員諸手当,"2,323,213","2,246,298","76,915"
,,,95,016,2,11,1,04,,超過勤務手当,"545,530","542,689","2,841"
,,,95,016,2,11,1,05,,非常勤職員手当,"133,862","132,044","1,818"
,,,95,016,2,11,1,05,,休職者給与,"20,337","22,563","△ 2,226"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"154,202","150,150","4,052"
,,,95,016,2,15,1,05,,公務災害補償費,"13,548","14,254",△ 706
,,,95,016,2,11,1,05,,退職手当,"732,268","731,617",651
,,,95,089,2,11,1,05,,児童手当,"55,590","54,345","1,245"
,,,95,016,2,12,9,06,,諸謝金,"4,735","4,735",0
,,,95,016,2,12,2,08,,職員旅費,"6,872","7,031",△ 159
,,,95,016,2,12,2,08,,赴任旅費,"2,177","2,177",0
,,,95,016,2,12,2,08,,皇室活動随伴等旅費,"56,705","57,630",△ 925
,,,95,016,2,12,3,09,,庁費,"241,699","235,537","6,162"
,,,95,016,2,12,3,09,,病院費,"33,123","33,937",△ 814
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,962","1,962",0
,,,95,016,2,12,3,09,,情報処理業務庁費,"301,129","433,166","△ 132,037"
,,,95,016,2,12,3,09,,各所修繕,"63,036","29,220","33,816"
,,,95,016,2,12,3,09,,病院患者食糧費,731,731,0
,,,95,199,2,13,3,09,,自動車重量税,938,"1,136",△ 198
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,247,509","1,216,004","31,505"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"311,120","309,528","1,592"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,547,69,478
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"1,990","1,994",△ 4
,,,95,016,2,12,9,17,,交際費,200,200,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,300,300,0
,公正取引委員会,,,,,,,,,,"10,993,792","10,739,308","254,484"
,,121,,,,,,,公正取引委員会,,"10,993,792","10,739,308","254,484"
,,,95,016,2,11,1,02,,職員基本給,"3,938,930","3,867,043","71,887"
,,,95,016,2,11,1,03,,職員諸手当,"1,946,300","1,887,034","59,266"
,,,95,016,2,11,1,04,,超過勤務手当,"546,521","546,570",△ 49
,,,95,016,2,11,1,05,,非常勤職員手当,"350,834","358,583","△ 7,749"
,,,95,016,2,11,1,05,,休職者給与,"29,005","26,197","2,808"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"11,382","13,246","△ 1,864"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"19,243","14,979","4,264"
,,,95,016,2,15,1,05,,公務災害補償費,776,322,454
,,,95,016,2,11,1,05,,退職手当,"447,467","439,479","7,988"
,,,95,089,2,11,1,05,,児童手当,"48,765","48,180",585
,,,95,016,2,12,9,06,,諸謝金,"21,306","16,354","4,952"
,,,95,016,2,95,9,07,,報償費,765,765,0
,,,95,016,2,12,2,08,,職員旅費,"118,045","101,776","16,269"
,,,95,016,2,12,2,08,,審査活動旅費,"154,335","154,411",△ 76
,,,95,016,2,12,2,08,,消費税転嫁等対策業務旅費,"78,006","95,426","△ 17,420"
,,,95,016,2,12,2,08,,外国留学旅費,"22,791","22,970",△ 179
,,,95,016,2,12,2,08,,赴任旅費,"18,516","18,516",0
,,,95,016,2,12,2,08,,委員等旅費,"20,358","13,029","7,329"
,,,95,016,2,12,2,08,,参考人等旅費,690,762,△ 72
,,,95,016,2,12,2,08,,外国人招へい旅費,0,"2,414","△ 2,414"
,,,95,016,2,12,3,09,,庁費,"530,830","525,843","4,987"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,832","1,832",0
,,,95,016,2,12,3,09,,情報処理業務庁費,"72,755","79,524","△ 6,769"
,,,95,016,2,12,3,09,,消費税転嫁等対策業務庁費,"194,332","159,759","34,573"
,,,95,016,2,12,3,09,,経済実態等調査費,"49,126","52,836","△ 3,710"
,,,95,016,2,12,3,09,,電子計算機等借料,"57,784","57,469",315
,,,95,016,2,12,3,09,,各所修繕,"10,690","10,285",405
,,,95,016,2,12,3,09,,審査活動費,"214,788","212,425","2,363"
,,,95,199,2,13,3,09,,自動車重量税,408,144,264
,,,95,016,2,12,5,14,,消費税転嫁等対策委託費,"805,998","792,604","13,394"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,028,730","968,203","60,527"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"251,806","248,046","3,760"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,0,"1,635","△ 1,635"
,,,95,016,2,72,5,16,,国際競争組織分担金,377,346,31
,,,95,016,2,12,9,17,,交際費,201,201,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,100,100,0
,警察庁,,,,,,,,,,"327,690,425","321,550,812","6,139,613"
,,131,,,,,,,警察庁共通費,,"89,283,541","87,972,041","1,311,500"
,,,95,014,2,11,1,02,,職員基本給,"36,171,598","35,605,378","566,220"
,,,95,014,2,11,1,03,,職員諸手当,"18,337,335","17,626,128","711,207"
,,,95,014,2,11,1,04,,超過勤務手当,"3,621,683","3,567,993","53,690"
,,,95,014,2,11,1,05,,委員手当,"29,488","33,917","△ 4,429"
,,,95,014,2,11,1,05,,非常勤職員手当,"559,045","541,041","18,004"
,,,95,014,2,11,1,05,,休職者給与,"89,295","97,198","△ 7,903"
,,,95,014,2,11,1,05,,国際機関等派遣職員給与,"77,567","78,477",△ 910
,,,95,014,2,11,1,05,,短時間勤務職員給与,"356,085","324,764","31,321"
,,,95,014,2,15,1,05,,公務災害補償費,"153,964","138,637","15,327"
,,,95,014,2,11,1,05,,退職手当,"9,062,389","8,906,308","156,081"
,,,95,089,2,11,1,05,,児童手当,"535,175","546,440","△ 11,265"
,,,95,014,2,12,9,06,,諸謝金,"9,223","6,858","2,365"
,,,95,014,2,95,9,07,,報償費,"120,339","145,503","△ 25,164"
,,,95,014,2,12,2,08,,職員旅費,"249,700","251,547","△ 1,847"
,,,95,014,2,12,2,08,,外国留学旅費,"61,780","73,349","△ 11,569"
,,,95,014,2,12,2,08,,赴任旅費,"252,329","252,329",0
,,,95,014,2,12,2,08,,委員等旅費,"3,735","2,176","1,559"
,,,95,014,2,12,2,08,,外国人招へい旅費,"58,774","49,006","9,768"
,,,95,014,2,12,2,08,,政府開発援助外国人招へい旅費,"5,105","5,305",△ 200
,,,95,014,2,12,3,09,,庁費,"4,325,515","4,331,247","△ 5,732"
,,,95,014,2,12,3,09,,政府開発援助庁費,"7,831","7,831",0
,,,95,014,2,12,3,09,,国会図書館支部庁費,"1,832","1,832",0
,,,95,014,2,12,3,09,,警察装備費,"5,152","4,365",787
,,,95,014,2,12,3,09,,土地建物借料,"69,207","74,866","△ 5,659"
,,,95,014,2,12,3,09,,招へい外国人滞在費,"16,510","8,847","7,663"
,,,95,014,2,12,3,09,,政府開発援助招へい外国人滞在費,803,803,0
,,,95,014,2,12,3,09,,各所修繕,"488,770","474,855","13,915"
,,,95,014,2,12,3,09,,公共施設等維持管理運営費,"133,265","134,682","△ 1,417"
,,,95,199,2,13,3,09,,自動車重量税,"14,512","7,621","6,891"
,,,95,014,2,12,3,09,,移転費,0,"14,113","△ 14,113"
,,,95,081,2,71,5,16,,警察共済組合特定健康診査・保健指導補助金,"4,823","4,823",0
,,,95,014,2,11,5,16,,国家公務員共済組合負担金,"13,349,945","13,489,590","△ 139,645"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"84,641","99,129","△ 14,488"
,,,95,014,2,72,5,16,,国際刑事警察会議等分担金,"1,018,221","1,056,154","△ 37,933"
,,,95,014,2,12,9,17,,交際費,"2,905","3,929","△ 1,024"
,,,95,014,2,95,9,18,,賠償償還及払戻金,"5,000","5,000",0
,,132,,,,,,,警察庁施設費,,"9,282,431","9,481,589","△ 199,158"
,,,95,014,1,20,2,08,,施設施工旅費,"21,308","24,832","△ 3,524"
,,,95,014,1,20,3,09,,施設施工庁費,"582,083","951,368","△ 369,285"
,,,95,014,1,20,4,15,,警察庁施設費,"7,260,045","6,983,775","276,270"
,,,95,014,1,20,4,15,,通信施設整備費,"313,812","426,923","△ 113,111"
,,,95,014,1,20,4,15,,不動産購入費,"1,105,183","1,094,691","10,492"
,,133,,,,,,,生活安全警察費,,"69,117","124,391","△ 55,274"
,,,95,014,2,12,9,06,,諸謝金,"2,806","3,102",△ 296
,,,95,014,2,12,3,09,,警察装備費,"66,311","121,289","△ 54,978"
,,134,,,,,,,刑事警察費,,"153,286","214,883","△ 61,597"
,,,95,014,2,12,9,06,,諸謝金,"1,872","1,059",813
,,,95,014,2,12,3,09,,警察装備費,"150,655","213,824","△ 63,169"
,,,95,014,2,12,3,09,,土地建物借料,759,0,759
,,135,,,,,,,組織犯罪対策費,,"79,790","94,389","△ 14,599"
,,,95,014,2,12,9,06,,諸謝金,517,525,△ 8
,,,95,014,2,12,3,09,,警察装備費,"79,273","93,864","△ 14,591"
,,136,,,,,,,交通警察費,,"17,365,710","17,902,087","△ 536,377"
,,,95,014,2,12,9,06,,諸謝金,"1,432","1,456",△ 24
,,,95,014,2,12,3,09,,警察装備費,"163,928","252,336","△ 88,408"
,,,95,014,1,82,5,16,,都道府県警察施設整備費補助金,"17,200,350","17,648,295","△ 447,945"
,,145,,,,,,,交通反則者納金財源交通安全対策特別交付金等交付税及び譲与税配付金特別会計へ繰入,,"64,576,761","67,347,717","△ 2,770,956"
,,,95,029,2,30,6,22,,交通反則者納金財源の交付税及び譲与税配付金特別会計へ繰入,"64,576,761","67,347,717","△ 2,770,956"
,,137,,,,,,,警備警察費,,"12,309,624","12,182,880","126,744"
,,,95,014,2,12,9,06,,諸謝金,"2,170","2,570",△ 400
,,,95,014,2,12,2,08,,活動旅費,"19,038","19,038",0
,,,95,014,2,12,3,09,,警察装備費,"485,524","568,852","△ 83,328"
,,,95,014,2,12,3,09,,警察通信維持費,"18,825","18,825",0
,,,95,014,2,12,3,09,,土地建物借料,"3,292","3,292",0
,,,95,014,2,12,3,09,,各所修繕,"9,115","8,729",386
,,,95,014,2,81,5,16,,千葉県警察成田国際空港警備隊費補助金,"11,771,660","11,561,574","210,086"
,,138,,,,,,,皇宮警察本部,,"7,963,555","7,942,897","20,658"
,,,95,014,2,11,1,02,,職員基本給,"4,234,509","4,227,044","7,465"
,,,95,014,2,11,1,03,,職員諸手当,"1,773,043","1,752,243","20,800"
,,,95,014,2,11,1,04,,超過勤務手当,"994,472","989,207","5,265"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"64,261","42,203","22,058"
,,,95,089,2,11,1,05,,児童手当,"62,460","63,705","△ 1,245"
,,,95,014,2,12,9,06,,諸謝金,"4,498","4,498",0
,,,95,014,2,12,2,08,,職員旅費,"9,758","9,758",0
,,,95,014,2,12,2,08,,活動旅費,"143,586","143,617",△ 31
,,,95,014,2,12,2,08,,入校生旅費,"13,790","13,790",0
,,,95,014,2,12,3,09,,庁費,"105,634","106,130",△ 496
,,,95,014,2,12,3,09,,情報処理業務庁費,"11,538","56,004","△ 44,466"
,,,95,014,2,12,3,09,,警察装備費,"397,407","409,300","△ 11,893"
,,,95,014,2,12,3,09,,警察官被服費,"72,364","72,364",0
,,,95,014,2,12,3,09,,電子計算機等借料,"76,112","52,911","23,201"
,,,95,014,2,12,9,17,,交際費,123,123,0
,,140,,,,,,,犯罪被害給付費,,"1,377,214","1,439,148","△ 61,934"
,,,95,014,2,12,9,06,,諸謝金,834,659,175
,,,95,014,2,60,9,06,,犯罪被害給付金,"1,325,997","1,433,568","△ 107,571"
,,,95,014,2,12,3,09,,警察装備費,"50,383","4,921","45,462"
,,141,,,,,,,情報技術犯罪対策費,,"185,282","229,703","△ 44,421"
,,,95,014,2,12,9,06,,諸謝金,"2,705","2,760",△ 55
,,,95,014,2,12,3,09,,警察装備費,"182,577","226,943","△ 44,366"
,,142,,,,,,,科学警察研究所,,"2,068,675","2,092,400","△ 23,725"
,,,13,014,2,11,1,02,,職員基本給,"606,337","610,419","△ 4,082"
,,,13,014,2,11,1,03,,職員諸手当,"336,193","340,016","△ 3,823"
,,,13,014,2,11,1,04,,超過勤務手当,"16,583","15,998",585
,,,13,014,2,11,1,05,,委員手当,235,240,△ 5
,,,13,014,2,11,1,05,,非常勤職員手当,"2,180","1,919",261
,,,13,014,2,11,1,05,,短時間勤務職員給与,"19,816","20,166",△ 350
,,,13,089,2,11,1,05,,児童手当,"7,130","7,355",△ 225
,,,13,014,2,12,9,06,,諸謝金,"2,314","2,362",△ 48
,,,13,014,2,12,2,08,,職員旅費,"15,986","14,162","1,824"
,,,13,014,2,12,2,08,,活動旅費,"3,108","3,108",0
,,,13,014,2,12,2,08,,委員等旅費,711,916,△ 205
,,,13,014,2,12,2,08,,入校生旅費,"33,975","33,847",128
,,,13,014,2,12,2,08,,外国人招へい旅費,"1,117","2,631","△ 1,514"
,,,13,014,2,12,3,09,,庁費,"233,347","234,223",△ 876
,,,13,014,2,12,3,09,,試験研究費,"761,958","783,014","△ 21,056"
,,,13,014,2,12,3,09,,電子計算機等借料,"27,588","21,831","5,757"
,,,13,014,2,12,3,09,,招へい外国人滞在費,97,193,△ 96
,,143,,,,,,,警察活動基盤整備費,,"122,975,439","114,340,927","8,634,512"
,,,95,014,2,12,9,06,,諸謝金,"1,618,222","1,601,960","16,262"
,,,95,014,2,12,2,08,,活動旅費,"14,538,674","7,838,030","6,700,644"
,,,95,014,2,12,2,08,,入校生旅費,"3,689,473","3,587,593","101,880"
,,,95,014,2,12,3,09,,校費,"1,990,042","2,048,512","△ 58,470"
,,,95,014,2,12,3,09,,情報処理業務庁費,"1,277,893","1,236,014","41,879"
,,,95,014,2,12,3,09,,警察装備費,"15,109,088","11,937,368","3,171,720"
,,,95,014,2,20,3,09,,車両購入費,"4,926,365","4,832,556","93,809"
,,,95,014,2,20,3,09,,警察通信機器整備費,"8,529,463","9,967,857","△ 1,438,394"
,,,95,014,2,12,3,09,,警察通信維持費,"9,137,131","8,060,684","1,076,447"
,,,95,014,2,12,3,09,,警察電話専用料,"4,273,748","4,210,508","63,240"
,,,95,014,2,12,3,09,,警察官被服費,"27,403","26,540",863
,,,95,014,2,12,3,09,,土地建物借料,"8,381","8,381",0
,,,95,014,2,12,3,09,,電子計算機等借料,"11,482,379","11,477,295","5,084"
,,,95,014,2,12,3,09,,船舶借料,"4,296","4,296",0
,,,95,014,2,12,3,09,,捜査費,"3,190,620","3,211,256","△ 20,636"
,,,95,014,2,12,3,09,,公共施設等維持管理運営費,"296,156","315,751","△ 19,595"
,,,95,014,2,20,4,15,,航空機購入費,"2,475,697","4,630,750","△ 2,155,053"
,,,95,014,2,81,5,16,,都道府県警察費補助金,"31,795,035","31,050,247","744,788"
,,,95,014,1,82,5,16,,都道府県警察施設整備費補助金,"8,605,329","8,295,285","310,044"
,,,95,014,2,12,9,17,,交際費,44,44,0
,,139,,,,,,,船舶建造費,,0,"185,760","△ 185,760"
,,,95,014,1,20,4,15,,船舶建造費,0,"185,760","△ 185,760"
,個人情報保護委員会,,,,,,,,,,"1,403,886","929,170","474,716"
,,221,,,,,,,個人情報保護委員会,,"1,403,886","929,170","474,716"
,,,95,016,2,11,1,02,,職員基本給,"435,939","252,134","183,805"
,,,95,016,2,11,1,03,,職員諸手当,"195,581","105,195","90,386"
,,,95,016,2,11,1,04,,超過勤務手当,"48,952","27,749","21,203"
,,,95,016,2,11,1,05,,委員手当,"13,318","9,153","4,165"
,,,95,016,2,11,1,05,,非常勤職員手当,"52,193","30,434","21,759"
,,,95,016,2,15,1,05,,公務災害補償費,227,221,6
,,,95,016,2,11,1,05,,退職手当,"3,648","1,821","1,827"
,,,95,089,2,11,1,05,,児童手当,"2,460","3,270",△ 810
,,,95,016,2,12,9,06,,諸謝金,"2,697","4,031","△ 1,334"
,,,95,016,2,12,2,08,,職員旅費,"18,976","22,584","△ 3,608"
,,,95,016,2,12,2,08,,赴任旅費,778,778,0
,,,95,016,2,12,2,08,,委員等旅費,"12,488","11,187","1,301"
,,,95,016,2,12,3,09,,庁費,"77,176","133,950","△ 56,774"
,,,95,016,2,12,3,09,,情報処理業務庁費,"150,033","105,907","44,126"
,,,95,016,2,12,3,09,,個人情報保護業務庁費,"56,331",0,"56,331"
,,,95,016,2,12,3,09,,土地建物借料,"145,116","60,322","84,794"
,,,95,199,2,13,3,09,,自動車重量税,148,0,148
,,,95,016,2,12,3,09,,特定個人情報監視・監督等業務庁費,0,"148,858","△ 148,858"
,,,95,016,2,12,3,09,,消費者政策調査費,0,"11,366","△ 11,366"
,,,95,016,2,12,5,14,,社会保障・税番号制度システム開発等委託費,"187,518",0,"187,518"
,,,95,016,2,72,5,16,,国際機関等拠出金,97,0,97
,,,95,016,2,12,9,17,,交際費,90,90,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,120,120,0
,金融庁,,,,,,,,,,"24,050,722","23,547,684","503,038"
,,151,,,,,,,金融庁共通費,,"22,066,272","21,532,249","534,023"
,,,95,016,2,11,1,02,,職員基本給,"8,017,227","7,888,176","129,051"
,,,95,016,2,11,1,03,,職員諸手当,"3,866,137","3,766,755","99,382"
,,,95,016,2,11,1,04,,超過勤務手当,"1,527,094","1,507,678","19,416"
,,,95,016,2,11,1,05,,委員手当,"15,436","17,761","△ 2,325"
,,,95,016,2,11,1,05,,非常勤職員手当,"459,688","457,441","2,247"
,,,95,016,2,11,1,05,,休職者給与,"31,688","33,380","△ 1,692"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"28,819","27,026","1,793"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"50,373","36,154","14,219"
,,,95,016,2,15,1,05,,公務災害補償費,"4,620","4,060",560
,,,95,016,2,11,1,05,,退職手当,"801,741","698,642","103,099"
,,,95,089,2,11,1,05,,児童手当,"94,950","93,145","1,805"
,,,95,016,2,12,9,06,,諸謝金,"66,547","76,683","△ 10,136"
,,,95,016,2,12,2,08,,職員旅費,"397,435","372,652","24,783"
,,,95,016,2,12,2,08,,外国留学旅費,"77,998","72,882","5,116"
,,,95,016,2,12,2,08,,赴任旅費,"18,639","18,639",0
,,,95,016,2,12,2,08,,委員等旅費,"21,154","21,858",△ 704
,,,95,016,2,12,3,09,,庁費,"848,932","954,853","△ 105,921"
,,,95,016,2,12,3,09,,情報処理業務庁費,"2,158,667","2,045,786","112,881"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"4,586","4,441",145
,,,95,016,2,12,3,09,,通信専用料,"9,399","9,399",0
,,,95,016,2,12,3,09,,電子計算機等借料,"28,831","29,404",△ 573
,,,95,016,2,12,3,09,,各所修繕,"26,831","25,602","1,229"
,,,95,016,2,12,3,09,,公共施設等維持管理運営費,"550,738","547,837","2,901"
,,,95,016,2,12,3,09,,官民区分所有施設維持管理運営費,"195,242","193,785","1,457"
,,,95,199,2,13,3,09,,自動車重量税,524,677,△ 153
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"2,103,887","2,057,176","46,711"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"546,108","530,000","16,108"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,497,921,△ 424
,,,95,016,2,72,5,16,,証券監督者国際機構等分担金,"42,896","38,267","4,629"
,,,95,016,2,72,5,16,,監査監督機関国際フォーラム拠出金,"68,419",0,"68,419"
,,,95,016,2,12,9,17,,交際費,"1,049","1,049",0
,,,95,016,2,95,9,18,,賠償償還及払戻金,120,120,0
,,152,,,,,,,金融政策費,,"1,984,450","2,015,435","△ 30,985"
,,,95,016,2,11,1,05,,委員手当,"34,211","36,058","△ 1,847"
,,,95,016,2,11,1,05,,非常勤職員手当,"54,359","46,861","7,498"
,,,95,016,2,12,9,06,,諸謝金,"161,306","202,898","△ 41,592"
,,,50,015,2,12,9,06,,政府開発援助諸謝金,"14,238","15,022",△ 784
,,,95,016,2,95,9,07,,褒賞品費,197,197,0
,,,95,016,2,12,2,08,,職員旅費,"100,922","106,062","△ 5,140"
,,,95,016,2,12,2,08,,金融機関等検査旅費,"343,230","390,804","△ 47,574"
,,,95,016,2,12,2,08,,委員等旅費,"26,351","33,860","△ 7,509"
,,,95,016,2,12,2,08,,参考人等旅費,"1,016","1,018",△ 2
,,,95,016,2,12,2,08,,外国人招へい旅費,0,"8,540","△ 8,540"
,,,95,016,2,12,3,09,,金融政策業務庁費,"172,101","208,090","△ 35,989"
,,,95,016,2,12,3,09,,情報処理業務庁費,"922,657","820,657","102,000"
,,,95,016,2,12,3,09,,捜査費,"12,683","13,526",△ 843
,,,95,016,2,12,5,14,,国際会計基準事務委託費,"27,370","28,166",△ 796
,,,95,062,2,40,5,16,,自然災害被災者債務整理支援事業費補助金,"4,212",0,"4,212"
,,,50,015,2,72,5,16,,政府開発援助経済協力開発機構等拠出金,"109,597","103,676","5,921"
,消費者庁,,,,,,,,,,"11,891,805","11,980,901","△ 89,096"
,,161,,,,,,,消費者庁共通費,,"4,571,245","4,802,128","△ 230,883"
,,,95,016,2,11,1,02,,職員基本給,"1,605,813","1,488,066","117,747"
,,,95,016,2,11,1,03,,職員諸手当,"771,534","702,234","69,300"
,,,95,016,2,11,1,04,,超過勤務手当,"284,419","270,654","13,765"
,,,95,016,2,11,1,05,,委員手当,"11,309","11,711",△ 402
,,,95,016,2,11,1,05,,非常勤職員手当,"134,264","131,769","2,495"
,,,95,016,2,11,1,05,,休職者給与,"13,134","15,277","△ 2,143"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"8,294","9,022",△ 728
,,,95,016,2,11,1,05,,退職手当,"169,930","206,991","△ 37,061"
,,,95,089,2,11,1,05,,児童手当,"14,055","14,085",△ 30
,,,95,016,2,12,9,06,,諸謝金,"1,181","1,380",△ 199
,,,95,016,2,12,2,08,,職員旅費,"6,262","5,602",660
,,,95,016,2,12,2,08,,赴任旅費,"3,534","3,639",△ 105
,,,95,016,2,12,2,08,,委員等旅費,"8,839","9,618",△ 779
,,,95,016,2,12,3,09,,庁費,"277,389","288,670","△ 11,281"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,832","1,832",0
,,,95,016,2,12,3,09,,情報処理業務庁費,"677,853","662,611","15,242"
,,,95,016,2,12,3,09,,移転費,"291,556","409,007","△ 117,451"
,,,95,016,2,12,3,09,,土地建物借料,"280,374","568,084","△ 287,710"
,,,95,016,2,12,3,09,,各所修繕,"7,722",0,"7,722"
,,,95,199,2,13,3,09,,自動車重量税,75,0,75
,,,95,016,2,12,9,17,,交際費,746,746,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,"1,130","1,130",0
,,162,,,,,,,消費者政策費,,"4,461,441","4,327,930","133,511"
,,,95,016,2,11,1,05,,非常勤職員手当,"339,556","328,591","10,965"
,,,95,016,2,12,9,06,,諸謝金,"22,034","20,975","1,059"
,,,95,016,2,12,2,08,,職員旅費,"81,249","81,026",223
,,,95,016,2,12,2,08,,審査活動旅費,"6,636","5,694",942
,,,95,016,2,12,2,08,,委員等旅費,"37,984","40,956","△ 2,972"
,,,95,016,2,12,2,08,,参考人等旅費,122,122,0
,,,95,016,2,12,3,09,,情報処理業務庁費,"193,637","136,434","57,203"
,,,95,016,2,12,3,09,,消費者政策調査費,"590,365","588,638","1,727"
,,,95,016,2,12,3,09,,審査活動費,"8,966","8,966",0
,,,95,016,2,12,5,14,,消費者政策委託費,"154,177","89,228","64,949"
,,,95,016,2,81,5,16,,地方消費者行政推進交付金,"3,000,000","3,000,000",0
,,,95,016,2,72,5,16,,経済協力開発機構拠出金,"26,715","27,300",△ 585
,,163,,,,,,,独立行政法人国民生活センター運営費,,"2,859,119","2,850,843","8,276"
,,,95,191,2,30,5,16,,独立行政法人国民生活センター運営費交付金,"2,859,119","2,850,843","8,276"
総務省,総務本省,,,,,,,,,,"15,958,504,158","16,308,234,234","△ 349,730,076"
,,001,,,,,,,総務本省共通費,,"40,969,534","39,877,797","1,091,737"
,,,95,016,2,11,1,02,,職員基本給,"12,427,488","12,059,101","368,387"
,,,95,016,2,11,1,03,,職員諸手当,"6,378,351","6,079,658","298,693"
,,,95,016,2,11,1,04,,超過勤務手当,"2,060,784","2,022,952","37,832"
,,,95,016,2,11,1,05,,委員手当,"91,948","55,608","36,340"
,,,95,016,2,11,1,05,,非常勤職員手当,"102,801","93,377","9,424"
,,,95,016,2,11,1,05,,休職者給与,"199,290","214,280","△ 14,990"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"73,106","71,695","1,411"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"262,724","214,572","48,152"
,,,95,016,2,15,1,05,,公務災害補償費,"193,331","109,473","83,858"
,,,95,016,2,11,1,05,,退職手当,"5,923,847","5,688,424","235,423"
,,,95,089,2,11,1,05,,児童手当,"130,335","136,200","△ 5,865"
,,,95,016,2,12,9,06,,諸謝金,"60,130","59,303",827
,,,95,016,2,12,2,08,,職員旅費,"332,956","336,488","△ 3,532"
,,,95,016,2,12,2,08,,外国留学旅費,"75,660","73,887","1,773"
,,,95,016,2,12,2,08,,赴任旅費,"104,013","104,013",0
,,,95,016,2,12,2,08,,委員等旅費,"46,130","29,486","16,644"
,,,95,016,2,12,2,08,,参考人等旅費,117,231,△ 114
,,,95,016,2,12,3,09,,庁費,"3,101,557","3,143,395","△ 41,838"
,,,95,016,2,12,3,09,,校費,"451,917","407,222","44,695"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"10,045","10,045",0
,,,95,016,2,12,3,09,,情報処理業務庁費,"156,089","130,382","25,707"
,,,95,016,2,12,3,09,,無線機器型式検定試験費,"114,236","114,257",△ 21
,,,95,016,2,12,3,09,,通信専用料,"1,256","1,344",△ 88
,,,95,016,2,12,3,09,,各所修繕,"108,933","112,240","△ 3,307"
,,,95,199,2,13,3,09,,自動車重量税,206,769,△ 563
,,,95,016,2,12,3,09,,土地建物借料,0,"38,845","△ 38,845"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"6,512,881","6,453,222","59,659"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"1,991,693","2,061,378","△ 69,685"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"8,336","5,821","2,515"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"32,196","32,211",△ 15
,,,95,016,2,72,5,16,,国際行政学会等分担金,"10,172","10,359",△ 187
,,,95,016,2,72,5,16,,アジア地域行政会議等分担金,"1,145","1,009",136
,,,95,016,2,72,5,16,,経済協力開発機構拠出金,"1,016","1,520",△ 504
,,,95,016,2,12,9,17,,交際費,743,928,△ 185
,,,95,016,2,95,9,18,,賠償償還及払戻金,"4,102","4,102",0
,,002,,,,,,,総務本省施設費,,"248,001","72,176","175,825"
,,,95,016,1,20,2,08,,施設施工旅費,205,91,114
,,,95,016,1,20,3,09,,施設施工庁費,"2,163",382,"1,781"
,,,95,016,1,20,4,15,,施設整備費,"245,633","71,703","173,930"
